"","X","neighborhood_identifier","business_identifier","treatment_neighborhood","eligible","intent_to_treat","enrolled_rp","efficiency_index","round","waste_management_costs","age_manager","age_deputy","educ_manager","educ_deputy","female_manager","foreign_owned","staff_size","advanced_filtration","water_treatment_system","business_area","recycling_center_distance","recycling_compliance"
"1846",1846,31,2655,0,1,0,0,54.8686256408691,1,1911.82975769043,25,25,6,6,0,0,5,0,1,1,155.297826312319,0
"1847",1847,31,2656,0,1,0,0,55.8346214294434,1,1990.79685211182,45,41,0,2,0,0,7,0,1,1,155.297826312319,0
"1848",1848,31,2656,0,1,0,0,55.8346214294434,0,1464.73350524902,44,40,0,2,0,0,7,0,1,1,155.297826312319,0
"1849",1849,31,2657,0,1,0,0,42.5811424255371,1,1635.76545715332,39,38,2,2,0,0,9,1,1,2,155.297826312319,0
"1850",1850,31,2657,0,1,0,0,42.5811424255371,0,856.253147125244,38,37,2,2,0,0,9,1,1,2,155.297826312319,0
"1851",1851,31,2660,0,1,0,0,47.3724899291992,1,1671.68064117432,31,28,3,9,0,0,8,0,1,2,155.297826312319,0
"1852",1852,31,2660,0,1,0,0,47.3724899291992,0,1196.26703262329,30,27,3,9,0,0,8,0,1,2,155.297826312319,0
"1853",1853,31,2666,0,1,0,0,56.8006172180176,1,1876.93424224854,28,23,6,5,0,0,3,0,1,1,155.297826312319,1
"1854",1854,31,2666,0,1,0,0,56.8006172180176,0,2139.87464904785,27,23,6,5,0,0,3,0,1,1,155.297826312319,0
"1855",1855,31,2667,0,1,0,0,51.7774353027344,0,1758.98971557617,34,23,1,1,0,0,4,1,1,2,155.297826312319,0
"1856",1856,31,2667,0,1,0,0,51.7774353027344,1,2152.15358734131,35,25,1,1,0,0,4,1,1,2,155.297826312319,0
"1857",1857,31,2671,0,1,0,0,57.4961357116699,1,2042.9931640625,27,22,6,6,0,0,4,0,1,0,155.297826312319,0
"1858",1858,31,2671,0,1,0,0,57.4961357116699,0,1888.5139465332,26,21,6,6,0,0,4,0,1,0,155.297826312319,0
"1859",1859,31,2672,0,1,0,0,53.7867088317871,1,2137.33997344971,56,41,0,2,1,0,1,1,0,0,155.297826312319,0
"1860",1860,31,2672,0,1,0,0,53.7867088317871,0,2640.48271179199,55,41,0,2,1,0,1,1,0,0,155.297826312319,0
"1861",1861,31,2673,0,1,0,0,52.9366302490234,1,2018.41831207275,27,24,9,9,0,0,6,0,1,0,155.297826312319,0
"1862",1862,31,2673,0,1,0,0,52.9366302490234,0,1496.35982513428,26,23,9,9,0,0,6,0,1,0,155.297826312319,0
"1863",1863,31,2675,0,1,0,0,38.7944374084473,1,1404.88481521606,44,35,2,0,0,0,7,0,0,1,155.297826312319,0
"1864",1864,31,2675,0,1,0,0,38.7944374084473,0,1495.48320770264,43,34,2,0,0,0,7,0,0,1,155.297826312319,0
"1865",1865,71,2677,1,1,1,1,55.9505424499512,0,1334.4274520874,37,37,0,2,0,0,6,1,1,0,159.263693150423,0
"1866",1866,71,2677,1,1,1,1,55.9505424499512,1,631.480693817139,38,38,0,2,0,0,6,1,1,0,159.263693150423,0
"1867",1867,71,2678,1,1,1,1,55.7959823608398,1,694.3359375,24,22,6,6,0,0,3,0,1,1,159.263693150423,0
"1868",1868,71,2678,1,1,1,1,55.7959823608398,0,2085.19134521484,23,21,6,6,0,0,3,0,1,1,159.263693150423,0
"1869",1869,71,2679,1,1,1,1,54.1731071472168,0,1951.6056060791,32,21,3,6,0,0,4,0,1,0,159.263693150423,0
"1870",1870,71,2679,1,1,1,1,54.1731071472168,1,1692.50373840332,33,22,3,6,0,0,4,0,1,0,159.263693150423,0
"1871",1871,71,2685,1,1,1,1,43.9721794128418,1,230.905938148499,32,32,3,4,0,0,8,0,1,1,159.263693150423,0
"1872",1872,71,2685,1,1,1,1,43.9721794128418,0,1215.95516204834,31,31,3,4,0,0,8,0,1,1,159.263693150423,0
"1873",1873,71,2686,1,1,1,1,54.4822273254395,0,1878.1322479248,25,27,5,6,0,0,3,1,1,0,159.263693150423,0
"1874",1874,71,2686,1,1,1,1,54.4822273254395,1,1955.71422576904,26,28,5,6,0,0,3,1,1,0,159.263693150423,0
"1875",1875,71,2687,1,1,1,1,41.9629058837891,1,119.317364692688,37,35,4,2,0,0,9,0,1,1,159.263693150423,0
"1876",1876,71,2687,1,1,1,1,41.9629058837891,0,1071.63162231445,36,34,4,2,0,0,9,0,1,1,159.263693150423,0
"1877",1877,71,2688,1,1,1,1,51.5455932617188,0,1858.62197875977,34,31,5,3,0,0,5,0,1,1,159.263693150423,0
"1878",1878,71,2688,1,1,1,1,51.5455932617188,1,2003.11489105225,35,32,5,3,0,0,5,0,1,1,159.263693150423,0
"1879",1879,71,2692,1,1,1,1,48.5316848754883,1,1045.34997940063,54,44,1,1,0,0,7,0,1,1,159.263693150423,0
"1880",1880,71,2692,1,1,1,1,48.5316848754883,0,1627.26612091064,53,43,1,1,0,0,7,0,1,1,159.263693150423,0
"1881",1881,71,2694,1,1,1,1,55.4868621826172,1,2795.75080871582,35,39,2,3,0,0,4,0,1,1,159.263693150423,0
"1882",1882,71,2694,1,1,1,1,55.4868621826172,0,2104.52079772949,34,39,2,3,0,0,4,0,1,1,159.263693150423,0
"1883",1883,71,2695,1,1,1,1,49.2272033691406,1,981.409168243408,46,40,2,2,0,0,7,0,1,1,159.263693150423,0
"1884",1884,71,2695,1,1,1,1,49.2272033691406,0,1570.49255371094,45,39,2,2,0,0,7,0,1,1,159.263693150423,1
"1885",1885,71,2696,1,1,1,1,45.2859344482422,1,337.453866004944,48,41,1,1,0,0,8,0,1,1,159.263693150423,0
"1886",1886,71,2696,1,1,1,1,45.2859344482422,0,1381.10570907593,47,40,1,1,0,0,8,0,1,1,159.263693150423,0
"1887",1887,71,2698,1,1,1,1,47.9907264709473,0,1610.81428527832,30,30,2,2,0,0,6,0,1,1,159.263693150423,0
"1888",1888,71,2698,1,1,1,1,47.9907264709473,1,1258.18758010864,31,31,2,2,0,0,6,0,1,1,159.263693150423,0
"1889",1889,71,2700,1,1,1,1,51.8160743713379,1,430.633449554443,43,40,2,2,0,0,7,0,1,1,159.263693150423,0
"1890",1890,71,2700,1,1,1,1,51.8160743713379,0,1550.73671340942,42,39,2,2,0,0,7,0,1,1,159.263693150423,0
"1891",1891,71,2703,1,1,1,1,48.995361328125,1,1319.07682418823,44,42,0,2,0,0,7,0,1,1,159.263693150423,0
"1892",1892,71,2703,1,1,1,1,48.995361328125,0,1466.66221618652,43,41,0,2,0,0,7,0,1,1,159.263693150423,0
"1893",1893,71,2704,1,1,1,1,51.7774353027344,1,309.668660163879,42,38,3,3,0,0,6,0,1,1,159.263693150423,0
"1894",1894,71,2704,1,1,1,1,51.7774353027344,0,1747.57595062256,42,37,3,3,0,0,6,0,1,1,159.263693150423,0
"1895",1895,71,2705,1,1,1,1,53.3230285644531,1,1969.67506408691,26,22,5,5,0,0,4,0,1,1,159.263693150423,0
"1896",1896,71,2705,1,1,1,1,53.3230285644531,0,1920.74375152588,26,22,5,5,0,0,4,0,1,1,159.263693150423,0
"1897",1897,71,2706,1,1,1,1,52.1638336181641,0,881.146907806396,36,37,3,3,0,0,10,0,1,1,159.263693150423,0
"1898",1898,71,2706,1,1,1,1,52.1638336181641,1,42.2379672527313,38,38,3,3,0,0,10,0,1,1,159.263693150423,0
"1899",1899,71,2708,1,1,1,1,49.1499214172363,1,1324.64036941528,40,36,2,2,0,0,6,1,1,1,159.263693150423,0
"1900",1900,71,2708,1,1,1,1,49.1499214172363,0,1456.86655044556,39,35,2,2,0,0,6,1,1,1,159.263693150423,0
"1901",1901,71,2711,1,1,1,1,50,0,1720.93105316162,38,38,2,0,0,0,6,0,1,1,159.263693150423,0
"1902",1902,71,2711,1,1,1,1,50,1,345.615601539612,38,39,2,0,0,0,6,0,1,1,159.263693150423,0
"1903",1903,71,2713,1,1,1,1,44.3585777282715,1,385.16571521759,36,32,2,3,0,0,8,0,1,0,159.263693150423,0
"1904",1904,71,2713,1,1,1,1,44.3585777282715,0,1239.01805877686,35,32,2,3,0,0,8,0,1,0,159.263693150423,0
"1905",1905,71,2715,1,1,1,1,57.7279739379883,1,743.329334259033,54,49,1,0,0,0,3,1,1,1,159.263693150423,0
"1906",1906,71,2715,1,1,1,1,57.7279739379883,0,2197.75867462158,53,48,1,0,0,0,3,1,1,1,159.263693150423,0
"1907",1907,71,2716,1,1,1,1,56.9551773071289,1,3759.98306274414,56,41,0,2,0,0,1,1,0,1,159.263693150423,0
"1908",1908,71,2716,1,1,1,1,56.9551773071289,0,2753.65810394287,55,41,0,2,0,0,1,1,0,1,159.263693150423,0
"1909",1909,71,2718,1,1,1,1,55.0231857299805,1,64.0532672405243,39,37,3,3,0,0,8,0,1,1,159.263693150423,0
"1910",1910,71,2718,1,1,1,1,55.0231857299805,0,1295.15247344971,37,36,3,3,0,0,8,0,1,1,159.263693150423,0
"1911",1911,71,2720,1,1,1,1,51.5455932617188,1,1414.36166763306,36,34,2,2,0,0,6,0,1,1,159.263693150423,0
"1912",1912,71,2720,1,1,1,1,51.5455932617188,0,1673.69861602783,35,33,2,2,0,0,6,0,1,1,159.263693150423,0
"1913",1913,4,2722,0,1,0,0,49.1499214172363,0,1518.91489028931,20,41,2,2,0,1,5,1,1,1,127.444697766496,0
"1914",1914,4,2722,0,1,0,0,49.1499214172363,1,4170.93658447266,21,41,2,2,0,1,5,1,1,1,127.444697766496,0
"1915",1915,4,2723,0,1,0,0,57.6506958007812,1,3483.71200561523,50,37,0,0,0,1,3,1,0,0,127.444697766496,0
"1916",1916,4,2723,0,1,0,0,57.6506958007812,0,1723.58016967773,49,36,0,0,0,1,3,1,0,0,127.444697766496,0
"1917",1917,4,2724,0,1,0,0,51.7774353027344,0,1370.23572921753,30,29,0,2,0,1,4,1,1,0,127.444697766496,1
"1918",1918,4,2724,0,1,0,0,51.7774353027344,1,2876.57203674316,31,30,0,2,0,1,4,1,1,0,127.444697766496,0
"1919",1919,137,2726,1,1,1,1,50.9273567199707,1,1138.22832107544,23,28,5,1,0,1,4,1,0,0,124.307953174102,0
"1920",1920,137,2726,1,1,1,1,50.9273567199707,0,1344.58951950073,22,27,5,1,0,1,4,1,0,0,124.307953174102,1
"1921",1921,137,2727,1,1,1,1,50.9273567199707,0,1205.58805465698,26,23,3,4,0,1,5,1,0,3,124.307953174102,0
"1922",1922,137,2727,1,1,1,1,50.9273567199707,1,261.180806159973,27,24,3,4,0,1,5,1,0,3,124.307953174102,0
"1923",1923,137,2728,1,1,1,1,43.4312210083008,1,683.083629608154,29,29,3,15,0,1,5,1,0,1,124.307953174102,0
"1924",1924,137,2728,1,1,1,1,43.4312210083008,0,1262.50905990601,28,28,3,15,0,1,5,1,0,1,124.307953174102,0
"1925",1925,137,2729,1,1,1,1,49.9072647094727,0,667.860078811646,31,27,1,0,0,1,9,0,0,0,124.307953174102,0
"1926",1926,137,2729,1,1,1,1,49.9072647094727,1,426.455497741699,32,28,1,0,0,1,9,0,0,0,124.307953174102,0
"1927",1927,137,2731,1,1,1,1,49.7681617736816,1,513.562774658203,46,39,1,0,0,1,6,1,0,3,124.307953174102,0
"1928",1928,137,2731,1,1,1,1,49.7681617736816,0,1251.52292251587,45,38,1,0,0,1,6,1,0,3,124.307953174102,0
"1929",1929,137,2732,1,1,1,1,51.7774353027344,0,1186.40871047974,49,48,0,0,0,1,6,1,0,2,124.307953174102,0
"1930",1930,137,2732,1,1,1,1,51.7774353027344,1,1925.76961517334,50,49,0,0,0,1,6,1,0,2,124.307953174102,0
"1931",1931,137,2735,1,1,1,1,47.3060302734375,0,1875.08277893066,62,50,0,0,0,1,3,1,0,3,124.307953174102,0
"1932",1932,137,2735,1,1,1,1,47.3060302734375,1,698.698139190674,63,51,0,0,0,1,3,1,0,3,124.307953174102,1
"1933",1933,148,2736,0,1,0,0,49.8840789794922,0,1510.19992828369,29,28,2,3,0,0,5,1,1,0,119.320395744298,0
"1934",1934,148,2736,0,1,0,0,49.8840789794922,1,2556.49890899658,30,29,2,3,0,0,5,1,1,0,119.320395744298,0
"1935",1935,148,2738,0,1,0,0,54.8686256408691,1,933.99772644043,41,46,0,0,0,1,6,0,1,6,119.320395744298,0
"1936",1936,148,2738,0,1,0,0,54.8686256408691,0,1483.47625732422,40,45,0,0,0,1,6,0,1,6,119.320395744298,0
"1937",1937,148,2740,0,1,0,0,57.9343109130859,1,1419.15817260742,41,41,0,0,0,1,8,0,0,1,119.320395744298,0
"1938",1938,148,2740,0,1,0,0,57.9343109130859,0,934.457683563232,40,40,0,0,0,1,8,0,0,1,119.320395744298,0
"1939",1939,148,2741,0,1,0,0,40.0309104919434,0,1004.10394668579,30,26,1,3,0,1,6,1,0,0,119.320395744298,0
"1940",1940,148,2741,0,1,0,0,40.0309104919434,1,1188.2080078125,31,27,1,3,0,1,6,1,0,0,119.320395744298,0
"1941",1941,148,2742,0,1,0,0,45.5177726745605,0,1791.97998046875,55,55,0,0,0,1,3,1,0,0,119.320395744298,0
"1942",1942,148,2742,0,1,0,0,45.5177726745605,1,2458.28609466553,56,56,0,0,0,1,3,1,0,0,119.320395744298,0
"1943",1943,148,2743,0,1,0,0,53.4258117675781,0,971.330833435059,42,48,0,1,0,1,7,1,0,4,119.320395744298,0
"1944",1944,148,2743,0,1,0,0,53.4258117675781,1,1420.5792427063,43,49,0,1,0,1,7,1,0,4,119.320395744298,0
"1945",1945,148,2745,0,1,0,0,46.8701705932617,1,1083.65173339844,37,35,0,0,0,1,7,1,0,3,119.320395744298,0
"1946",1946,148,2745,0,1,0,0,46.8701705932617,0,858.846473693848,36,34,0,0,0,1,7,1,0,3,119.320395744298,0
"1947",1947,148,2746,0,1,0,0,49.6391067504883,1,2563.88111114502,45,44,0,0,0,1,4,1,0,5,119.320395744298,0
"1948",1948,148,2746,0,1,0,0,49.6391067504883,0,1606.74858093262,44,43,0,0,0,1,4,1,0,5,119.320395744298,0
"1949",1949,148,2748,0,1,0,0,45.5177726745605,0,1313.75675201416,25,20,4,5,0,1,4,1,0,0,119.320395744298,0
"1950",1950,148,2748,0,1,0,0,45.5177726745605,1,1934.57736968994,26,21,4,5,0,1,4,1,0,0,119.320395744298,0
"1951",1951,148,2750,0,1,0,0,54.6367835998535,1,2504.25186157227,49,41,0,2,1,1,6,0,0,0,119.320395744298,0
"1952",1952,148,2750,0,1,0,0,54.6367835998535,0,1575.7884979248,48,41,0,2,1,1,6,0,0,0,119.320395744298,0
"1953",1953,148,2751,0,1,0,0,55.3323020935059,1,4262.45384216309,61,53,0,0,0,1,2,0,1,3,119.320395744298,1
"1954",1954,148,2751,0,1,0,0,55.3323020935059,0,2362.30506896973,60,52,0,0,0,1,2,0,1,3,119.320395744298,0
"1955",1955,148,2752,0,1,0,0,48.6862449645996,1,2850.38681030273,63,61,0,0,0,1,3,0,0,1,119.320395744298,0
"1956",1956,148,2752,0,1,0,0,48.6862449645996,0,2086.84272766113,62,60,0,0,0,1,3,0,0,1,119.320395744298,0
"1957",1957,148,2753,0,1,0,0,53.4003105163574,1,2131.43100738525,48,46,3,2,0,0,9,0,1,3,119.320395744298,0
"1958",1958,148,2753,0,1,0,0,53.4003105163574,0,1213.86194229126,46,44,3,2,0,0,9,0,1,3,119.320395744298,1
"1959",1959,148,2755,0,1,0,0,53.0911903381348,0,1927.64949798584,68,40,0,0,0,1,4,0,1,2,119.320395744298,0
"1960",1960,148,2755,0,1,0,0,53.0911903381348,1,1875.69274902344,69,41,0,0,0,1,4,0,1,2,119.320395744298,0
"1961",1961,148,2756,0,1,0,0,37.7125205993652,0,1007.24277496338,42,39,3,0,0,1,7,1,0,2,119.320395744298,0
"1962",1962,148,2756,0,1,0,0,37.7125205993652,1,1636.21978759766,43,40,3,0,0,1,7,1,0,2,119.320395744298,0
"1963",1963,148,2757,0,1,0,0,53.979907989502,1,1299.16963577271,51,46,0,0,0,1,3,1,0,2,119.320395744298,0
"1964",1964,148,2757,0,1,0,0,53.979907989502,0,1797.1471786499,50,45,0,0,0,1,3,1,0,2,119.320395744298,0
"1965",1965,148,2758,0,1,0,0,44.3585777282715,0,1269.13709640503,26,25,0,1,0,1,4,1,0,0,119.320395744298,0
"1966",1966,148,2758,0,1,0,0,44.3585777282715,1,1527.57301330566,27,26,0,1,0,1,4,1,0,0,119.320395744298,0
"1967",1967,148,2759,0,1,0,0,48.5316848754883,0,2034.65614318848,70,50,0,0,0,1,2,1,0,0,119.320395744298,0
"1968",1968,148,2759,0,1,0,0,48.5316848754883,1,1931.06842041016,71,51,0,0,0,1,2,1,0,0,119.320395744298,0
"1969",1969,7,2788,1,1,1,1,53.2457504272461,1,1120.29943466187,70,61,0,0,0,0,2,0,0,0,81.8958810575666,0
"1970",1970,7,2788,1,1,1,1,53.2457504272461,0,2555.5850982666,69,60,0,0,0,0,2,0,0,0,81.8958810575666,0
"1971",1971,33,2792,0,1,0,0,56.2983016967773,1,1161.53297424316,45,39,0,2,0,0,7,1,0,0,71.4430680798102,0
"1972",1972,33,2792,0,1,0,0,56.2983016967773,0,1146.9669342041,44,38,0,2,0,0,7,1,0,0,71.4430680798102,0
"1973",1973,33,2794,0,1,0,0,52.1638336181641,1,1961.92665100098,33,31,0,0,0,0,5,1,0,2,71.4430680798102,0
"1974",1974,33,2794,0,1,0,0,52.1638336181641,0,1456.49719238281,32,30,0,0,0,0,5,1,0,2,71.4430680798102,0
"1975",1975,33,2795,0,1,0,0,53.0911903381348,1,2590.21968841553,43,42,2,6,0,0,6,0,1,9,71.4430680798102,0
"1976",1976,33,2795,0,1,0,0,53.0911903381348,0,1904.8849105835,42,41,2,6,0,0,6,0,1,9,71.4430680798102,1
"1977",1977,33,2797,0,1,0,0,48.7635231018066,1,1859.0576171875,23,22,3,6,0,0,5,0,0,1,71.4430680798102,0
"1978",1978,33,2797,0,1,0,0,48.7635231018066,0,1637.49504089355,23,21,3,6,0,0,5,0,0,1,71.4430680798102,0
"1979",1979,33,2798,0,1,0,0,51.7001533508301,0,1728.30638885498,38,32,4,2,0,0,6,0,0,5,71.4430680798102,0
"1980",1980,33,2798,0,1,0,0,51.7001533508301,1,3873.16703796387,39,33,4,2,0,0,6,0,0,5,71.4430680798102,0
"1981",1981,33,2799,0,1,0,0,50.463680267334,0,1627.37274169922,51,41,0,3,0,0,5,1,0,1,71.4430680798102,0
"1982",1982,33,2799,0,1,0,0,50.463680267334,1,2582.50598907471,52,42,0,3,0,0,5,1,0,1,71.4430680798102,0
"1983",1983,33,2800,0,1,0,0,53.4003105163574,1,1523.19898605347,33,43,1,2,0,0,4,1,1,2,71.4430680798102,0
"1984",1984,33,2800,0,1,0,0,53.4003105163574,0,1860.21366119385,33,42,1,2,0,0,4,1,1,2,71.4430680798102,0
"1985",1985,33,2804,0,1,0,0,56.4142189025879,1,1062.88013458252,28,26,9,6,0,0,5,0,0,4,71.4430680798102,0
"1986",1986,33,2804,0,1,0,0,56.4142189025879,0,1765.94104766846,27,25,9,6,0,0,5,0,0,4,71.4430680798102,0
"1987",1987,33,2805,0,1,0,0,50.463680267334,0,1715.84224700928,79,50,0,3,0,0,5,1,1,0,71.4430680798102,0
"1988",1988,33,2805,0,1,0,0,50.463680267334,1,1318.25742721558,80,51,0,3,0,0,5,1,1,0,71.4430680798102,0
"1989",1989,33,2808,0,1,0,0,55.4868621826172,1,3617.76466369629,22,23,6,9,0,0,4,0,1,0,71.4430680798102,0
"1990",1990,33,2808,0,1,0,0,55.4868621826172,0,1846.62075042725,21,22,6,9,0,0,4,0,1,0,71.4430680798102,0
"1991",1991,33,2812,0,1,0,0,49.2272033691406,0,1555.28516769409,32,25,3,0,0,0,5,1,0,4,71.4430680798102,0
"1992",1992,33,2812,0,1,0,0,49.2272033691406,1,1484.33227539062,33,26,3,0,0,0,5,1,0,4,71.4430680798102,0
"1993",1993,47,2813,0,1,0,0,48.377124786377,0,1533.4285736084,44,41,3,0,0,0,6,1,0,4,88.4086874913791,0
"1994",1994,47,2813,0,1,0,0,48.377124786377,1,1924.34597015381,45,42,3,0,0,0,6,1,0,4,88.4086874913791,0
"1995",1995,47,2817,0,1,0,0,49.459041595459,1,2444.27490234375,63,30,0,8,1,0,5,0,0,0,88.4086874913791,0
"1996",1996,47,2817,0,1,0,0,49.459041595459,0,1763.10482025146,62,29,0,8,1,0,5,0,0,0,88.4086874913791,0
"1997",1997,47,2822,0,1,0,0,43.8176193237305,0,1370.27835845947,40,40,3,0,0,0,7,1,0,8,88.4086874913791,0
"1998",1998,47,2822,0,1,0,0,43.8176193237305,1,2004.89482879639,41,41,3,0,0,0,7,1,0,8,88.4086874913791,0
"1999",1999,59,2826,1,1,1,1,48.8408050537109,0,1629.32395935059,32,30,3,1,0,0,6,0,1,1,74.7075312206337,0
"2000",2000,59,2826,1,1,1,1,48.8408050537109,1,506.812191009521,33,31,3,1,0,0,6,0,1,1,74.7075312206337,0
"2001",2001,59,2829,1,1,1,1,55.1004638671875,1,960.731792449951,86,41,0,2,0,0,2,1,0,0,74.7075312206337,0
"2002",2002,59,2829,1,1,1,1,55.1004638671875,0,2557.82909393311,85,41,0,2,0,0,2,1,0,0,74.7075312206337,0
"2003",2003,59,2830,1,1,1,1,56.897216796875,1,539.206600189209,42,38,2,0,0,0,9,0,0,0,74.7075312206337,0
"2004",2004,59,2830,1,1,1,1,56.897216796875,0,1072.580909729,41,37,2,0,0,0,9,0,0,0,74.7075312206337,0
"2005",2005,59,2833,1,1,1,1,43.2766609191895,0,1357.23600387573,60,55,2,2,0,0,7,1,0,0,74.7075312206337,1
"2006",2006,59,2833,1,1,1,1,43.2766609191895,1,697.686672210693,61,56,2,2,0,0,7,1,0,0,74.7075312206337,0
"2007",2007,151,2841,1,1,1,1,40.9582672119141,1,1537.54968643188,42,43,3,0,0,0,5,1,1,0,88.8479478511805,0
"2008",2008,151,2841,1,1,1,1,40.9582672119141,0,1685.39619445801,41,42,3,0,0,0,5,1,1,0,88.8479478511805,0
"2009",2009,151,2844,1,1,1,1,50,1,641.076278686523,44,35,3,3,0,0,7,0,0,0,88.8479478511805,0
"2010",2010,151,2844,1,1,1,1,50,0,1483.84475708008,43,34,3,3,0,0,7,0,0,0,88.8479478511805,1
"2011",2011,151,2846,1,1,1,1,51.3910369873047,0,1886.66610717773,31,38,4,6,0,0,5,0,1,2,88.8479478511805,0
"2012",2012,151,2846,1,1,1,1,51.3910369873047,1,1828.10173034668,32,39,4,6,0,0,5,0,1,2,88.8479478511805,0
"2013",2013,151,2850,1,1,1,1,49.4976806640625,1,646.691989898682,48,49,3,0,0,0,7,1,1,0,88.8479478511805,0
"2014",2014,151,2850,1,1,1,1,49.4976806640625,0,1328.34749221802,47,49,3,0,0,0,7,1,1,0,88.8479478511805,0
"2015",2015,151,2851,1,1,1,1,43.7016983032227,1,1020.97940444946,48,38,6,0,0,0,10,1,1,0,88.8479478511805,0
"2016",2016,151,2851,1,1,1,1,43.7016983032227,0,678.838014602661,47,37,6,0,0,0,10,1,1,0,88.8479478511805,0
"2017",2017,46,2854,1,1,1,1,54.5595054626465,1,875.715160369873,41,41,3,2,1,1,6,0,0,0,78.5772204823916,0
"2018",2018,46,2854,1,1,1,1,54.5595054626465,0,1627.14557647705,40,41,3,2,1,1,6,0,0,0,78.5772204823916,0
"2019",2019,46,2860,1,1,1,1,41.885627746582,1,0,43,36,3,6,0,0,9,0,0,0,78.5772204823916,0
"2020",2020,46,2860,1,1,1,1,41.885627746582,0,1071.68874740601,42,35,3,6,0,0,9,0,0,0,78.5772204823916,0
"2021",2021,46,2861,1,1,1,1,54.9459037780762,1,1434.87157821655,28,28,6,6,0,0,4,1,0,0,78.5772204823916,0
"2022",2022,46,2861,1,1,1,1,54.9459037780762,0,1661.36894226074,27,27,6,6,0,0,4,1,0,0,78.5772204823916,0
"2023",2023,46,2863,1,1,1,1,51.3910369873047,1,1498.04601669312,23,24,6,6,0,0,5,0,0,0,78.5772204823916,0
"2024",2024,46,2863,1,1,1,1,51.3910369873047,0,1630.64479827881,22,23,6,6,0,0,5,0,0,0,78.5772204823916,0
"2025",2025,46,2867,1,1,1,1,55.5641403198242,0,1478.5719871521,27,23,6,6,0,0,6,0,0,0,78.5772204823916,0
"2026",2026,46,2867,1,1,1,1,55.5641403198242,1,468.794441223145,28,25,6,6,0,0,6,0,0,0,78.5772204823916,0
"2027",2027,46,2869,1,1,1,1,54.8686256408691,0,1877.45971679688,38,38,6,6,0,0,5,0,0,0,78.5772204823916,0
"2028",2028,46,2869,1,1,1,1,54.8686256408691,1,777.705478668213,39,39,6,6,0,0,5,0,0,0,78.5772204823916,0
"2029",2029,46,2874,1,1,1,1,52.1058731079102,0,1202.9504776001,39,32,3,2,0,0,7,1,0,1,78.5772204823916,0
"2030",2030,46,2874,1,1,1,1,52.1058731079102,1,438.172817230225,40,33,3,2,0,0,7,1,0,1,78.5772204823916,0
"2031",2031,46,2878,1,1,1,1,57.1097373962402,0,964.005851745605,70,80,0,0,0,1,8,0,0,0,78.5772204823916,0
"2032",2032,46,2878,1,1,1,1,57.1097373962402,1,212.346863746643,71,81,0,0,0,1,8,0,0,0,78.5772204823916,0
"2033",2033,46,2885,1,1,1,1,55.1004638671875,1,551.565933227539,31,28,4,0,0,1,8,0,0,2,78.5772204823916,0
"2034",2034,46,2885,1,1,1,1,55.1004638671875,0,900.423336029053,30,27,4,0,0,1,8,0,0,2,78.5772204823916,0
"2035",2035,100,2896,1,1,1,1,50.6955184936523,1,918.015003204346,28,21,9,6,0,0,4,1,0,0,91.1078844749172,0
"2036",2036,100,2896,1,1,1,1,50.6955184936523,0,1590.15550613403,26,20,9,6,0,0,4,1,0,0,91.1078844749172,0
"2037",2037,100,2898,1,1,1,1,54.4049453735352,1,1326.4199256897,32,30,6,6,0,0,4,0,1,1,91.1078844749172,1
"2038",2038,100,2898,1,1,1,1,54.4049453735352,0,2033.26072692871,32,29,6,6,0,0,4,0,1,1,91.1078844749172,0
"2039",2039,100,2901,1,1,1,1,44.8222579956055,1,3406.28051757812,42,37,2,1,0,0,7,0,1,1,91.1078844749172,0
"2040",2040,100,2901,1,1,1,1,44.8222579956055,0,1530.62562942505,41,36,2,1,0,0,7,0,1,1,91.1078844749172,0
"2041",2041,100,2904,1,1,1,1,39.180835723877,0,876.44681930542,42,35,0,0,0,0,10,0,0,6,91.1078844749172,0
"2042",2042,100,2904,1,1,1,1,39.180835723877,1,230.732464790344,43,36,0,0,0,0,10,0,0,6,91.1078844749172,0
"2043",2043,100,2906,1,1,1,1,52.6275100708008,0,1598.00624847412,37,32,2,3,0,0,5,1,0,1,91.1078844749172,0
"2044",2044,100,2906,1,1,1,1,52.6275100708008,1,470.779895782471,38,33,2,3,0,0,5,1,0,1,91.1078844749172,0
"2045",2045,100,2908,1,1,1,1,57.7279739379883,0,1546.59290313721,42,42,2,0,0,0,6,1,0,5,91.1078844749172,0
"2046",2046,100,2908,1,1,1,1,57.7279739379883,1,1887.29648590088,43,43,2,0,0,0,6,1,0,5,91.1078844749172,0
"2047",2047,100,2909,1,1,1,1,55.5641403198242,0,1758.15887451172,56,31,1,0,0,0,5,1,0,4,91.1078844749172,0
"2048",2048,100,2909,1,1,1,1,55.5641403198242,1,884.13610458374,57,32,1,0,0,0,5,1,0,4,91.1078844749172,0
"2049",2049,100,2911,1,1,1,1,45.5177726745605,1,534.898662567139,33,30,6,6,0,0,8,0,0,3,91.1078844749172,0
"2050",2050,100,2911,1,1,1,1,45.5177726745605,0,1216.6259765625,32,29,6,6,0,0,8,0,0,3,91.1078844749172,0
"2051",2051,100,2914,1,1,1,1,51.004638671875,0,1499.72610473633,23,24,6,6,0,0,6,0,0,3,91.1078844749172,0
