"","zone_identifier","facility_identifier","treatment_zone","promotion_zone","eligible","enrolled","enrolled_rp","efficiency_index","round","waste_management_costs","age_manager","age_deputy","educ_manager","educ_deputy","female_manager","foreign_owned","staff_size","advanced_filtration","water_treatment_system","facility_area","recycling_center_distance","recycling_compliance"
"3233",129,4591,1,1,1,1,1,42.9675407409668,0,14.6793718338013,35,32,3,3,0,0,6,1,0,6,16.5963961989297,0
"3234",129,4594,1,1,1,1,1,49.922721862793,0,13.8223762512207,35,30,6,3,0,0,6,1,0,2,16.5963961989297,0
"3235",129,4594,1,1,1,1,1,49.922721862793,1,0.905335605144501,36,31,6,3,0,0,6,1,0,2,16.5963961989297,0
"3236",129,4601,1,1,1,1,1,47.2565689086914,1,16.9419212341309,49,49,2,2,0,0,9,1,0,2,16.5963961989297,0
"3237",129,4601,1,1,1,1,1,47.2565689086914,0,9.28457832336426,48,48,2,2,0,0,9,1,0,2,16.5963961989297,0
"3238",129,4603,1,1,1,1,1,44.7449760437012,1,4.23787879943848,48,35,3,3,0,0,7,0,0,0,16.5963961989297,0
"3239",129,4603,1,1,1,1,1,44.7449760437012,0,15.0890455245972,47,34,3,3,0,0,7,0,0,0,16.5963961989297,0
"3240",129,4609,1,1,1,1,0,47.6816062927246,0,8.84158802032471,37,35,3,3,0,0,10,0,0,3,16.5963961989297,0
"3241",129,4609,1,1,1,1,0,47.6816062927246,1,8.99074077606201,38,36,3,3,0,0,10,0,0,3,16.5963961989297,0
"3242",129,4610,1,1,1,1,1,46.7928886413574,1,0,39,33,2,2,0,0,9,1,1,4,16.5963961989297,0
"3243",129,4610,1,1,1,1,1,46.7928886413574,0,8.71798133850098,38,32,2,2,0,0,9,1,1,4,16.5963961989297,0
"3244",129,4611,1,1,1,1,1,53.0139122009277,0,20.9708442687988,36,33,3,6,0,0,4,0,0,3,16.5963961989297,0
"3245",129,4611,1,1,1,1,1,53.0139122009277,1,11.2794275283813,37,34,3,6,0,0,4,0,0,3,16.5963961989297,0
"3246",129,4612,1,1,1,1,1,46.1360130310059,1,8.74264240264893,28,25,4,0,0,0,5,1,0,0,16.5963961989297,0
"3247",129,4612,1,1,1,1,1,46.1360130310059,0,14.4107828140259,28,24,4,0,0,0,5,1,0,0,16.5963961989297,0
"3248",158,4615,0,1,1,0,0,52.5502319335938,1,23.8867797851562,26,24,6,6,0,0,4,0,1,8,21.1683840301256,0
"3249",158,4615,0,1,1,0,0,52.5502319335938,0,20.3354434967041,25,22,6,6,0,0,4,0,1,8,21.1683840301256,0
"3250",158,4616,0,1,1,0,0,46.7542495727539,1,65.4397506713867,29,26,4,6,0,0,5,0,1,1,21.1683840301256,0
"3251",158,4616,0,1,1,0,0,46.7542495727539,0,17.5570373535156,28,25,4,6,0,0,5,0,1,1,21.1683840301256,0
"3252",158,4617,0,1,1,0,0,46.1360130310059,0,15.3636255264282,52,45,1,2,0,0,6,1,0,1,21.1683840301256,0
"3253",158,4617,0,1,1,0,0,46.1360130310059,1,15.1849746704102,53,45,1,2,0,0,6,1,0,1,21.1683840301256,0
"3254",158,4618,0,1,1,0,0,40.9582672119141,1,21.5440330505371,40,32,3,3,0,0,7,1,1,0,21.1683840301256,0
"3255",158,4618,0,1,1,0,0,40.9582672119141,0,12.0568199157715,39,31,3,3,0,0,7,1,1,0,21.1683840301256,0
"3256",158,4620,0,1,1,0,0,43.9721794128418,0,15.3859167098999,45,36,3,4,0,0,7,0,0,2,21.1683840301256,0
"3257",158,4620,0,1,1,0,0,43.9721794128418,1,23.3465328216553,46,37,3,4,0,0,7,0,0,2,21.1683840301256,0
"3258",158,4623,0,1,1,0,0,53.0139122009277,0,19.5514373779297,27,28,6,6,0,0,4,0,1,0,21.1683840301256,0
"3259",158,4623,0,1,1,0,0,53.0139122009277,1,50.554859161377,28,29,6,6,0,0,4,0,1,0,21.1683840301256,0
"3260",183,4627,1,0,1,1,1,49.536319732666,0,21.2004337310791,58,46,3,3,0,0,5,0,1,4,15.959522387518,0
"3261",183,4627,1,0,1,1,1,49.536319732666,1,10.360728263855,59,47,3,3,0,0,5,0,1,4,15.959522387518,0
"3262",183,4629,1,0,1,1,0,48.377124786377,0,19.5324020385742,53,45,16,9,0,0,8,0,1,8,15.959522387518,0
"3263",183,4629,1,0,1,1,0,48.377124786377,1,10.3777761459351,54,46,16,9,0,0,8,0,1,8,15.959522387518,0
"3264",183,4631,1,0,1,1,1,50.077278137207,0,15.5757369995117,62,54,0,1,0,0,6,1,1,3,15.959522387518,0
"3265",183,4631,1,0,1,1,1,50.077278137207,1,0,63,56,0,1,0,0,6,1,1,3,15.959522387518,0
"3266",190,4634,0,1,1,0,0,41.6537857055664,1,18.5568542480469,43,38,3,4,0,0,6,1,1,3,21.8520794961864,0
"3267",190,4634,0,1,1,0,0,41.6537857055664,0,15.1976623535156,42,37,3,4,0,0,6,1,1,3,21.8520794961864,0
"3268",190,4638,0,1,1,0,0,40.906494140625,1,13.418511390686,40,41,2,2,1,0,7,0,0,6,21.8520794961864,0
"3269",190,4638,0,1,1,0,0,40.906494140625,0,17.8289432525635,39,41,2,2,1,0,7,0,0,6,21.8520794961864,1
"3270",190,4641,0,1,1,0,0,41.9629058837891,0,23.0672340393066,67,60,3,3,0,0,3,1,1,5,21.8520794961864,0
"3271",190,4641,0,1,1,0,0,41.9629058837891,1,37.758487701416,68,61,3,3,0,0,3,1,1,5,21.8520794961864,0
"3272",190,4642,0,1,1,0,0,37.7125205993652,1,9.84006881713867,55,25,2,3,0,0,6,1,0,7,21.8520794961864,0
"3273",190,4642,0,1,1,0,0,37.7125205993652,0,15.4579973220825,54,24,2,3,0,0,6,1,0,7,21.8520794961864,0
"3274",192,4644,0,1,1,0,0,49.6136016845703,0,13.3533267974854,36,28,6,1,0,0,6,1,0,0,13.4044415955614,0
"3275",192,4644,0,1,1,0,0,49.6136016845703,1,27.175952911377,37,29,6,1,0,0,6,1,0,0,13.4044415955614,0
"3276",192,4645,0,1,1,0,0,51.004638671875,1,18.5437431335449,42,43,3,6,0,0,8,0,1,0,13.4044415955614,0
"3277",192,4645,0,1,1,0,0,51.004638671875,0,13.3267230987549,42,42,3,6,0,0,8,0,1,0,13.4044415955614,0
"3278",192,4648,0,1,1,0,0,53.4003105163574,1,23.2322044372559,29,28,3,9,0,0,4,0,1,0,13.4044415955614,0
"3279",192,4648,0,1,1,0,0,53.4003105163574,0,19.6141719818115,28,27,3,9,0,0,4,0,1,0,13.4044415955614,0
"3280",192,4651,0,1,1,0,0,49.0726432800293,1,20.4063529968262,19,19,6,0,0,0,4,0,0,0,13.4044415955614,0
"3281",192,4651,0,1,1,0,0,49.0726432800293,0,17.3685970306396,18,18,6,0,0,0,4,0,0,0,13.4044415955614,0
"3282",192,4652,0,1,1,0,0,38.3307571411133,0,15.5418214797974,36,30,6,5,0,0,5,1,0,0,13.4044415955614,0
"3283",192,4652,0,1,1,0,0,38.3307571411133,1,17.9979934692383,36,31,6,5,0,0,5,1,0,0,13.4044415955614,0
"3284",192,4655,0,1,1,0,0,53.2457504272461,0,18.8629570007324,22,22,9,15,0,0,4,0,1,0,13.4044415955614,1
"3285",192,4655,0,1,1,0,0,53.2457504272461,1,22.8165435791016,22,22,9,15,0,0,4,0,1,0,13.4044415955614,0
"3286",192,4656,0,1,1,0,0,42.2213287353516,0,10.840015411377,30,29,3,3,0,0,7,1,0,0,13.4044415955614,0
"3287",192,4656,0,1,1,0,0,42.2213287353516,1,21.8826847076416,31,30,3,3,0,0,7,1,0,0,13.4044415955614,0
"3288",192,4658,0,1,1,0,0,50.8591957092285,0,19.8035488128662,63,41,1,2,1,0,5,1,0,2,13.4044415955614,0
"3289",192,4658,0,1,1,0,0,50.8591957092285,1,21.719913482666,64,41,1,2,1,0,5,1,0,2,13.4044415955614,1
"3290",192,4660,0,1,1,0,0,45.5564155578613,1,14.4959764480591,39,34,3,4,0,0,9,1,1,0,13.4044415955614,0
"3291",192,4660,0,1,1,0,0,45.5564155578613,0,7.99310493469238,38,33,3,4,0,0,9,1,1,0,13.4044415955614,0
"3292",192,4664,0,1,1,0,0,50.7341575622559,0,11.0635662078857,31,31,4,4,0,0,7,1,0,0,13.4044415955614,0
"3293",192,4664,0,1,1,0,0,50.7341575622559,1,14.6342573165894,31,31,4,4,0,0,7,1,0,0,13.4044415955614,0
"3294",192,4666,0,1,1,0,0,53.3230285644531,1,23.2284736633301,39,35,2,3,0,0,8,1,0,0,13.4044415955614,0
"3295",192,4666,0,1,1,0,0,53.3230285644531,0,9.77980041503906,38,34,2,3,0,0,8,1,0,0,13.4044415955614,0
"3296",192,4668,0,1,1,0,0,43.8949012756348,0,14.9909543991089,42,40,2,6,0,0,7,0,0,0,13.4044415955614,0
"3297",192,4668,0,1,1,0,0,43.8949012756348,1,20.3991641998291,43,41,2,6,0,0,7,0,0,0,13.4044415955614,0
"3298",192,4672,0,1,1,0,0,47.3724899291992,1,20.2026424407959,31,34,6,12,0,0,6,0,0,0,13.4044415955614,0
"3299",192,4672,0,1,1,0,0,47.3724899291992,0,16.1741333007812,31,33,6,12,0,0,6,0,0,0,13.4044415955614,0
"3300",192,4674,0,1,1,0,0,49.1885643005371,0,14.7438859939575,35,31,6,3,0,0,7,0,0,4,13.4044415955614,0
"3301",192,4674,0,1,1,0,0,49.1885643005371,1,13.7598104476929,35,31,6,3,0,0,7,0,0,4,13.4044415955614,1
"3302",192,4675,0,1,1,0,0,45.5177726745605,0,13.8348426818848,35,38,5,4,0,0,6,1,0,0,13.4044415955614,0
"3303",192,4675,0,1,1,0,0,45.5177726745605,1,26.1548004150391,36,39,5,4,0,0,6,1,0,0,13.4044415955614,0
"3304",192,4676,0,1,1,0,0,38.7944374084473,1,20.9906215667725,27,24,9,9,0,0,6,0,1,4,13.4044415955614,0
"3305",192,4676,0,1,1,0,0,38.7944374084473,0,15.6963396072388,26,23,9,9,0,0,6,0,1,4,13.4044415955614,0
"3306",192,4677,0,1,1,0,0,31.45285987854,0,12.0508842468262,35,33,8,4,0,0,8,0,0,0,13.4044415955614,0
"3307",192,4677,0,1,1,0,0,31.45285987854,1,11.821722984314,36,34,8,4,0,0,8,0,0,0,13.4044415955614,0
"3308",192,4679,0,1,1,0,0,36.3987617492676,0,13.5881242752075,35,33,3,6,0,0,6,1,0,0,13.4044415955614,0
"3309",192,4679,0,1,1,0,0,36.3987617492676,1,22.5746898651123,36,34,3,6,0,0,6,1,0,0,13.4044415955614,0
"3310",192,4681,0,1,1,0,0,52.2411117553711,0,17.3027687072754,42,34,0,6,0,0,4,1,0,0,13.4044415955614,0
"3311",192,4681,0,1,1,0,0,52.2411117553711,1,27.7763729095459,42,34,0,6,0,0,4,1,0,0,13.4044415955614,0
"3312",192,4684,0,1,1,0,0,46.5996894836426,0,20.5995864868164,36,41,4,2,1,0,5,0,0,0,13.4044415955614,0
"3313",192,4684,0,1,1,0,0,46.5996894836426,1,24.5527629852295,37,41,4,2,1,0,5,0,0,0,13.4044415955614,0
"3314",192,4685,0,1,1,0,0,48.1452865600586,1,24.6304740905762,36,46,6,3,0,0,5,0,0,0,13.4044415955614,0
"3315",192,4685,0,1,1,0,0,48.1452865600586,0,18.7082862854004,35,45,6,3,0,0,5,0,0,0,13.4044415955614,0
"3316",192,4686,0,1,1,0,0,46.4451332092285,1,26.2571487426758,34,32,3,6,0,0,6,1,1,0,13.4044415955614,0
"3317",192,4686,0,1,1,0,0,46.4451332092285,0,13.7663927078247,34,32,3,6,0,0,6,1,1,0,13.4044415955614,0
"3318",66,4688,0,0,1,0,0,44.2040176391602,1,34.8605270385742,23,19,4,0,0,0,3,1,0,1,76.6676671061035,0
"3319",66,4688,0,0,1,0,0,44.2040176391602,0,17.4743499755859,22,18,4,0,0,0,3,1,0,1,76.6676671061035,0
"3320",66,4689,0,0,1,0,0,52.975269317627,1,19.1251468658447,26,20,4,6,0,0,5,0,1,3,76.6676671061035,0
"3321",66,4689,0,0,1,0,0,52.975269317627,0,17.0907745361328,25,19,4,6,0,0,5,0,1,3,76.6676671061035,0
"3322",66,4690,0,0,1,0,0,29.9072647094727,0,14.860782623291,38,30,2,0,0,0,7,0,1,2,76.6676671061035,0
"3323",66,4690,0,0,1,0,0,29.9072647094727,1,10.3596849441528,39,31,2,0,0,0,7,0,1,2,76.6676671061035,0
"3324",66,4691,0,0,1,0,0,49.0726432800293,1,17.8608932495117,41,41,2,2,0,0,9,0,0,0,76.6676671061035,0
"3325",66,4691,0,0,1,0,0,49.0726432800293,0,10.7428140640259,40,40,2,2,0,0,9,0,0,0,76.6676671061035,0
"3326",66,4692,0,0,1,0,0,47.6043281555176,1,26.2191047668457,71,70,0,0,0,0,2,1,0,4,76.6676671061035,0
"3327",66,4692,0,0,1,0,0,47.6043281555176,0,23.3653144836426,71,69,0,0,0,0,2,1,0,4,76.6676671061035,0
"3328",66,4693,0,0,1,0,0,51.5455932617188,0,17.4200439453125,56,52,0,6,0,0,6,0,0,2,76.6676671061035,0
"3329",66,4693,0,0,1,0,0,51.5455932617188,1,13.0215969085693,57,53,0,6,0,0,6,0,0,2,76.6676671061035,0
"3330",66,4694,0,0,1,0,0,40.340030670166,1,15.0065202713013,25,22,6,5,0,0,4,0,0,0,76.6676671061035,0
"3331",66,4694,0,0,1,0,0,40.340030670166,0,18.3532085418701,24,21,6,5,0,0,4,0,0,0,76.6676671061035,0
"3332",66,4696,0,0,1,0,0,36.0896453857422,0,13.6519584655762,29,26,0,6,0,0,5,1,0,0,76.6676671061035,0
"3333",66,4696,0,0,1,0,0,36.0896453857422,1,13.135573387146,30,27,0,6,0,0,5,1,0,0,76.6676671061035,0
"3334",66,4697,0,0,1,0,0,33.1530151367188,1,11.659309387207,29,28,0,6,0,0,6,0,0,0,76.6676671061035,0
"3335",66,4697,0,0,1,0,0,33.1530151367188,0,14.1705722808838,28,27,0,6,0,0,6,0,0,0,76.6676671061035,0
"3336",66,4700,0,0,1,0,0,37.7125205993652,1,15.2356023788452,35,31,8,0,0,0,6,0,0,2,76.6676671061035,0
"3337",66,4700,0,0,1,0,0,37.7125205993652,0,16.3876399993896,35,31,8,0,0,0,6,0,0,2,76.6676671061035,0
"3338",66,4701,0,0,1,0,0,41.421947479248,1,23.4458351135254,39,26,2,1,0,0,5,0,1,2,76.6676671061035,0
"3339",66,4701,0,0,1,0,0,41.421947479248,0,18.6229934692383,38,25,2,1,0,0,5,0,1,2,76.6676671061035,0
"3340",66,4703,0,0,1,0,0,29.5429439544678,1,19.1844158172607,48,41,2,2,1,0,8,0,1,4,76.6676671061035,0
"3341",66,4703,0,0,1,0,0,29.5429439544678,0,16.2662677764893,47,41,2,2,1,0,8,0,1,4,76.6676671061035,0
"3342",66,4704,0,0,1,0,0,36.2442054748535,0,7.6232795715332,46,41,1,2,0,0,11,0,0,3,76.6676671061035,0
"3343",66,4704,0,0,1,0,0,36.2442054748535,1,10.7891216278076,46,41,1,2,0,0,11,0,0,3,76.6676671061035,0
"3344",66,4705,0,0,1,0,0,26.8933544158936,0,12.8716259002686,35,35,4,6,0,0,8,0,1,2,76.6676671061035,0
"3345",66,4705,0,0,1,0,0,26.8933544158936,1,12.2840614318848,36,36,4,6,0,0,8,0,1,2,76.6676671061035,0
"3346",66,4706,0,0,1,0,0,20.479133605957,1,26.3803806304932,64,41,0,2,0,0,10,0,0,2,76.6676671061035,0
"3347",66,4706,0,0,1,0,0,20.479133605957,0,12.0503416061401,63,41,0,2,0,0,10,0,0,2,76.6676671061035,0
"3348",66,4707,0,0,1,0,0,45.1700172424316,0,17.9373893737793,31,34,4,3,0,0,5,0,0,0,76.6676671061035,0
"3349",66,4707,0,0,1,0,0,45.1700172424316,1,15.5176820755005,32,35,4,3,0,0,5,0,0,0,76.6676671061035,0
"3350",28,4713,1,1,1,1,1,49.8454399108887,0,15.3511629104614,29,31,3,6,0,0,5,1,1,0,138.656762791101,0
"3351",28,4713,1,1,1,1,1,49.8454399108887,1,12.0227060317993,30,31,3,6,0,0,5,1,1,0,138.656762791101,0
"3352",28,4715,1,1,1,1,1,36.8624420166016,0,7.58305740356445,50,44,2,3,0,0,10,1,1,2,138.656762791101,0
"3353",28,4715,1,1,1,1,1,36.8624420166016,1,12.8838758468628,50,44,2,3,0,0,10,1,1,2,138.656762791101,0
"3354",28,4717,1,1,1,1,1,50.618236541748,1,19.6777877807617,34,25,9,6,0,0,5,0,0,0,138.656762791101,1
"3355",28,4717,1,1,1,1,1,50.618236541748,0,17.5513877868652,34,24,9,6,0,0,5,0,0,0,138.656762791101,0
"3356",28,4725,1,1,1,1,1,44.5131378173828,1,7.74137592315674,33,30,0,0,0,0,6,1,0,0,138.656762791101,0
"3357",28,4725,1,1,1,1,1,44.5131378173828,0,12.1293354034424,32,29,0,0,0,0,6,1,0,0,138.656762791101,0
"3358",28,4727,1,1,1,1,1,32.6120567321777,0,12.580002784729,27,28,3,6,0,0,6,1,0,0,138.656762791101,0
"3359",28,4727,1,1,1,1,1,32.6120567321777,1,7.06116008758545,28,29,3,6,0,0,6,1,0,0,138.656762791101,0
"3360",28,4728,1,1,1,1,1,50.3091201782227,1,8.37900829315186,45,41,2,1,0,0,5,1,1,0,138.656762791101,0
"3361",28,4728,1,1,1,1,1,50.3091201782227,0,17.0072898864746,44,40,2,1,0,0,5,1,1,0,138.656762791101,0
"3362",28,4729,1,1,1,1,1,36.8624420166016,1,4.78941440582275,42,41,3,3,0,0,9,1,1,1,138.656762791101,0
"3363",28,4729,1,1,1,1,1,36.8624420166016,0,8.88026237487793,42,41,3,3,0,0,9,1,1,1,138.656762791101,0
"3364",72,4737,0,0,1,0,0,40.3786697387695,0,6.55549097061157,40,38,0,6,1,0,9,1,0,2,105.685806286926,0
"3365",72,4737,0,0,1,0,0,40.3786697387695,1,20.7047634124756,41,39,0,6,1,0,9,1,0,2,105.685806286926,0
"3366",72,4740,0,0,1,0,0,36.6306037902832,1,12.6226530075073,36,34,1,0,0,1,8,1,0,2,105.685806286926,0
"3367",72,4740,0,0,1,0,0,36.6306037902832,0,7.19629240036011,35,33,1,0,0,1,8,1,0,2,105.685806286926,0
"3368",72,4741,0,0,1,0,0,48.0680046081543,0,18.1303787231445,22,19,2,6,0,0,4,0,0,1,105.685806286926,1
"3369",72,4741,0,0,1,0,0,48.0680046081543,1,32.4078826904297,23,20,2,6,0,0,4,0,0,1,105.685806286926,1
"3370",72,4742,0,0,1,0,0,47.2952079772949,0,17.2592620849609,39,41,0,2,1,0,5,1,0,0,105.685806286926,0
"3371",72,4742,0,0,1,0,0,47.2952079772949,1,28.6805839538574,40,41,0,2,1,0,5,1,0,0,105.685806286926,0
"3372",72,4745,0,0,1,0,0,36.5023193359375,0,13.2741384506226,26,25,0,2,0,0,5,1,0,0,105.685806286926,0
"3373",72,4745,0,0,1,0,0,36.5023193359375,1,17.1721572875977,27,26,0,2,0,0,5,1,0,0,105.685806286926,1
"3374",72,4747,0,0,1,0,0,52.3183937072754,1,32.6031265258789,25,25,4,5,0,0,4,1,0,4,105.685806286926,0
"3375",72,4747,0,0,1,0,0,52.3183937072754,0,16.7502975463867,24,24,4,5,0,0,4,1,0,4,105.685806286926,0
"3376",72,4748,0,0,1,0,0,38.9489936828613,1,15.9509925842285,31,29,0,9,0,0,8,1,0,1,105.685806286926,0
"3377",72,4748,0,0,1,0,0,38.9489936828613,0,7.95402240753174,30,28,0,9,0,0,8,1,0,1,105.685806286926,0
"3378",72,4749,0,0,1,0,0,45.1313743591309,0,15.5895776748657,18,17,6,0,0,0,4,1,0,5,105.685806286926,0
"3379",72,4749,0,0,1,0,0,45.1313743591309,1,15.5962285995483,19,18,6,0,0,0,4,1,0,5,105.685806286926,0
"3380",72,4751,0,0,1,0,0,42.4265823364258,1,38.0121574401855,19,17,6,1,0,0,3,1,0,0,105.685806286926,0
"3381",72,4751,0,0,1,0,0,42.4265823364258,0,16.6400127410889,18,16,6,1,0,0,3,1,0,0,105.685806286926,0
"3382",72,4752,0,0,1,0,0,35.2395668029785,0,9.64981937408447,35,30,6,0,0,0,8,1,0,2,105.685806286926,0
"3383",72,4752,0,0,1,0,0,35.2395668029785,1,12.5444097518921,36,31,6,0,0,0,8,1,0,2,105.685806286926,0
"3384",72,4753,0,0,1,0,0,37.7897987365723,1,26.9536876678467,35,29,4,5,0,0,8,0,1,4,105.685806286926,0
"3385",72,4753,0,0,1,0,0,37.7897987365723,0,12.6407699584961,33,28,4,5,0,0,8,0,1,4,105.685806286926,0
"3386",72,4755,0,0,1,0,0,40.7264289855957,1,21.4854221343994,28,28,3,0,0,0,6,1,0,0,105.685806286926,0
"3387",72,4755,0,0,1,0,0,40.7264289855957,0,12.4411334991455,27,27,3,0,0,0,6,1,0,0,105.685806286926,0
"3388",72,4758,0,0,1,0,0,40.417308807373,0,9.17586612701416,45,40,6,6,0,0,9,1,1,2,105.685806286926,0
"3389",72,4758,0,0,1,0,0,40.417308807373,1,23.039249420166,46,41,6,6,0,0,9,1,1,2,105.685806286926,0
"3390",72,4760,0,0,1,0,0,45.6723327636719,1,15.5306692123413,29,25,6,6,0,0,5,1,0,3,105.685806286926,0
"3391",72,4760,0,0,1,0,0,45.6723327636719,0,14.8271169662476,27,24,6,6,0,0,5,1,0,3,105.685806286926,0
"3392",87,4761,1,1,1,1,1,46.8315315246582,1,26.1650657653809,37,41,0,2,1,0,5,1,0,3,142.608663919852,0
"3393",87,4761,1,1,1,1,1,46.8315315246582,0,17.6228179931641,36,41,0,2,1,0,5,1,0,3,142.608663919852,1
"3394",87,4764,1,1,1,1,1,40.9848518371582,1,13.3318185806274,46,43,3,3,0,0,9,1,1,2,142.608663919852,0
"3395",87,4764,1,1,1,1,1,40.9848518371582,0,9.29330635070801,45,42,3,3,0,0,9,1,1,2,142.608663919852,0
"3396",87,4766,1,1,1,1,1,52.5502319335938,0,18.0554428100586,27,21,0,6,0,0,4,0,1,0,142.608663919852,0
"3397",87,4766,1,1,1,1,1,52.5502319335938,1,44.3362464904785,29,22,0,6,0,0,4,0,1,0,142.608663919852,0
"3398",87,4769,1,1,1,1,1,46.9860877990723,0,15.7947244644165,37,22,5,3,0,0,5,1,0,4,142.608663919852,0
"3399",87,4769,1,1,1,1,1,46.9860877990723,1,39.6575927734375,38,23,5,3,0,0,5,1,0,4,142.608663919852,0
"3400",87,4771,1,1,1,1,1,36.5533218383789,0,9.67267513275146,37,27,2,2,0,0,8,1,0,2,142.608663919852,0
"3401",87,4771,1,1,1,1,1,36.5533218383789,1,11.0031480789185,38,28,2,2,0,0,8,1,0,2,142.608663919852,1
"3402",113,4773,0,0,1,0,0,52.8593521118164,1,21.949031829834,42,38,2,0,0,0,8,1,0,2,137.483024066472,0
"3403",113,4773,0,0,1,0,0,52.8593521118164,0,10.5005884170532,41,37,2,0,0,0,8,1,0,2,137.483024066472,0
"3404",113,4790,0,0,1,0,0,45.5177726745605,0,18.7834434509277,45,41,2,2,0,0,6,1,0,7,137.483024066472,0
"3405",113,4790,0,0,1,0,0,45.5177726745605,1,21.1371612548828,46,41,2,2,0,0,6,1,0,7,137.483024066472,0
"3406",113,4791,0,0,1,0,0,53.1298294067383,1,18.8058376312256,39,36,6,0,0,0,7,0,1,5,137.483024066472,0
"3407",113,4791,0,0,1,0,0,53.1298294067383,0,15.776198387146,39,35,6,0,0,0,7,0,1,5,137.483024066472,0
"3408",113,4792,0,0,1,0,0,31.6846981048584,1,13.6802015304565,48,46,0,0,0,0,10,1,0,3,137.483024066472,0
"3409",113,4792,0,0,1,0,0,31.6846981048584,0,6.2546329498291,47,45,0,0,0,0,10,1,0,3,137.483024066472,0
"3410",113,4793,0,0,1,0,0,46.3678512573242,1,19.2957630157471,44,44,2,3,0,0,6,1,0,5,137.483024066472,0
"3411",113,4793,0,0,1,0,0,46.3678512573242,0,15.6226482391357,44,44,2,3,0,0,6,1,0,5,137.483024066472,0
"3412",113,4794,0,0,1,0,0,51.004638671875,0,11.9053783416748,60,58,0,0,0,0,8,1,0,8,137.483024066472,0
"3413",113,4794,0,0,1,0,0,51.004638671875,1,24.2718715667725,61,59,0,0,0,0,8,1,0,8,137.483024066472,0
"3414",113,4795,0,0,1,0,0,42.5038642883301,0,13.4838390350342,40,29,0,2,0,0,6,1,0,4,137.483024066472,0
"3415",113,4795,0,0,1,0,0,42.5038642883301,1,14.7768068313599,41,30,0,2,0,0,6,1,0,4,137.483024066472,1
"3416",113,4796,0,0,1,0,0,39.0262756347656,1,21.3435802459717,65,25,6,6,0,0,7,0,1,20,137.483024066472,0
"3417",113,4796,0,0,1,0,0,39.0262756347656,0,19.1103096008301,64,25,6,6,0,0,7,0,1,20,137.483024066472,0
"3418",113,4797,0,0,1,0,0,51.3910369873047,1,16.5269584655762,38,34,0,2,0,0,6,1,0,11,137.483024066472,0
"3419",113,4797,0,0,1,0,0,51.3910369873047,0,14.7850513458252,37,33,0,2,0,0,6,1,0,11,137.483024066472,0
"3420",113,4798,0,0,1,0,0,44.6676979064941,0,12.8486776351929,38,33,0,4,0,0,6,1,0,0,137.483024066472,0
"3421",113,4798,0,0,1,0,0,44.6676979064941,1,14.9241075515747,38,33,0,4,0,0,6,1,0,0,137.483024066472,0
"3422",113,4802,0,0,1,0,0,37.1715621948242,0,6.59228372573853,39,38,0,0,0,0,10,1,0,9,137.483024066472,0
"3423",113,4802,0,0,1,0,0,37.1715621948242,1,15.4438571929932,40,39,0,0,0,0,10,1,0,9,137.483024066472,0
"3424",143,4806,1,1,1,1,1,53.2843894958496,1,2.50097489356995,60,53,0,0,0,0,7,1,0,4,139.17735164642,0
"3425",143,4806,1,1,1,1,1,53.2843894958496,0,13.2801303863525,59,52,0,0,0,0,7,1,0,4,139.17735164642,0
"3426",143,4807,1,1,1,1,1,47.8361663818359,0,24.60178565979,88,41,0,2,1,0,2,1,0,0,139.17735164642,0
"3427",143,4807,1,1,1,1,1,47.8361663818359,1,10.9274969100952,88,41,0,2,1,0,2,1,0,0,139.17735164642,0
"3428",143,4811,1,1,1,1,1,33.3075752258301,0,8.06911373138428,48,46,1,2,0,0,10,1,1,5,139.17735164642,0
"3429",143,4811,1,1,1,1,1,33.3075752258301,1,1.69486927986145,49,47,1,2,0,0,10,1,1,5,139.17735164642,0
"3430",72,4814,0,0,1,0,0,51.7774353027344,1,15.22585105896,40,28,0,3,0,0,4,0,1,0,71.5222630949772,0
"3431",72,4814,0,0,1,0,0,51.7774353027344,0,19.5568370819092,39,27,0,3,0,0,4,0,1,0,71.5222630949772,0
"3432",72,4818,0,0,1,0,0,31.7619781494141,0,6.67781448364258,45,38,3,1,0,0,10,1,1,0,71.5222630949772,1
"3433",72,4818,0,0,1,0,0,31.7619781494141,1,14.5381669998169,46,39,3,1,0,0,10,1,1,0,71.5222630949772,0
"3434",72,4819,0,0,1,0,0,44.1653785705566,1,12.2294836044312,32,32,7,0,0,0,9,1,0,0,71.5222630949772,0
"3435",72,4819,0,0,1,0,0,44.1653785705566,0,6.85150909423828,31,30,7,0,0,0,9,1,0,0,71.5222630949772,0
"3436",72,4822,0,0,1,0,0,53.4003105163574,1,16.4218063354492,43,38,3,3,0,0,4,0,0,0,71.5222630949772,0
"3437",72,4822,0,0,1,0,0,53.4003105163574,0,21.0271244049072,42,37,3,3,0,0,4,0,0,0,71.5222630949772,0
"3438",72,4823,0,0,1,0,0,52.4343109130859,0,12.3369102478027,60,54,3,3,0,0,9,0,1,0,71.5222630949772,0
"3439",72,4823,0,0,1,0,0,52.4343109130859,1,56.1830024719238,61,55,3,3,0,0,9,0,1,0,71.5222630949772,0
"3440",72,4830,0,0,1,0,0,45.6336936950684,0,10.5383062362671,32,32,0,0,0,0,7,1,1,0,71.5222630949772,1
