"segment_id","sector_id","corridor_type","year","round","treated","eligible_speed","cameras_installed","enforcement_intensity","baseline_speed_85th","ave_speed_kmh","speed_limit_kmh","lanes","road_length_km","lighting_quality","school_within_500m","prior_collisions_3yr","vehicles_km_millions","injury_collisions","fatal_collisions","minor_collisions","injuries_per_million_vkm"
"SEC06-024","SEC06","urban arterial",2019,0,1,1,1,1.98,81.2,80.1,80,5,1.44,"adequate",0,7,8.85,9,1,22,1.017
"SEC06-024","SEC06","urban arterial",2021,1,1,1,1,2.62,81.2,75.5,80,5,1.44,"adequate",0,7,7.36,5,0,20,0.679
"SEC06-025","SEC06","urban arterial",2019,0,1,0,0,0,63.2,60,60,5,0.85,"poor",0,20,4.26,6,0,9,1.408
"SEC06-025","SEC06","urban arterial",2021,1,1,0,0,0,63.2,61.2,60,5,0.85,"poor",0,20,5.15,3,0,18,0.583
"SEC06-026","SEC06","suburban arterial",2019,0,1,0,0,0,50.2,50.1,60,5,2.06,"adequate",0,13,13.06,8,0,14,0.613
"SEC06-026","SEC06","suburban arterial",2021,1,1,0,0,0,50.2,48.4,60,5,2.06,"adequate",0,13,11.71,11,1,20,0.939
"SEC06-027","SEC06","ring road",2019,0,1,1,1,3,73,73.2,80,3,3.2,"adequate",0,15,12.39,8,0,35,0.646
"SEC06-027","SEC06","ring road",2021,1,1,1,1,3.1,73,70.4,80,3,3.2,"adequate",0,15,12.22,21,1,28,1.718
"SEC06-028","SEC06","suburban arterial",2019,0,1,0,0,0,66.5,65.6,80,2,2.11,"adequate",1,13,5.12,11,0,17,2.148
"SEC06-028","SEC06","suburban arterial",2021,1,1,0,0,0,66.5,64.6,80,2,2.11,"adequate",1,13,5.68,10,0,27,1.761
"SEC06-029","SEC06","urban arterial",2019,0,1,1,1,3.07,70.3,67.9,80,5,1.46,"adequate",0,9,10.3,5,0,12,0.485
"SEC06-029","SEC06","urban arterial",2021,1,1,1,1,1.73,70.3,64.9,80,5,1.46,"adequate",0,9,8.97,9,1,15,1.003
"SEC06-030","SEC06","ring road",2019,0,1,0,0,0,64.4,63.4,60,6,2.52,"adequate",0,18,18.38,18,3,30,0.979
"SEC06-030","SEC06","ring road",2021,1,1,0,0,0,64.4,63.5,60,6,2.52,"adequate",0,18,20.24,11,1,27,0.543
"SEC06-031","SEC06","school corridor",2019,0,1,1,1,2.13,74.1,72.7,80,4,1.55,"adequate",0,16,7.04,10,0,22,1.42
"SEC06-031","SEC06","school corridor",2021,1,1,1,1,2.06,74.1,68.8,80,4,1.55,"adequate",0,16,7.85,7,0,16,0.892
"SEC06-032","SEC06","suburban arterial",2019,0,1,1,1,1.3,72.4,74.1,80,3,1.33,"adequate",0,10,4.63,9,2,18,1.944
"SEC06-032","SEC06","suburban arterial",2021,1,1,1,1,3.07,72.4,65.9,80,3,1.33,"adequate",0,10,5.18,9,1,6,1.737
"SEC06-033","SEC06","suburban arterial",2019,0,1,1,1,2.13,89.6,87,100,2,1.72,"good",1,10,3.74,7,0,17,1.872
"SEC06-033","SEC06","suburban arterial",2021,1,1,1,1,2.53,89.6,83.3,100,2,1.72,"good",1,10,4.84,7,0,14,1.446
"SEC06-034","SEC06","urban arterial",2019,0,1,0,0,0,53.8,53.5,60,2,1.89,"adequate",0,12,4.8,8,0,8,1.667
"SEC06-034","SEC06","urban arterial",2021,1,1,0,0,0,53.8,52,60,2,1.89,"adequate",0,12,4.73,3,0,10,0.634
"SEC06-035","SEC06","suburban arterial",2019,0,1,1,1,1.69,73.8,73.8,80,4,1,"adequate",0,6,4.28,9,1,15,2.103
"SEC06-035","SEC06","suburban arterial",2021,1,1,1,1,1.65,73.8,69,80,4,1,"adequate",0,6,4.19,9,0,14,2.148
"SEC06-036","SEC06","ring road",2019,0,1,1,1,2.4,92.1,90.8,100,4,0.51,"poor",1,9,2.04,11,0,25,5.392
"SEC06-036","SEC06","ring road",2021,1,1,1,1,3.43,92.1,82.4,100,4,0.51,"poor",1,9,2.55,4,0,14,1.569
"SEC06-037","SEC06","urban arterial",2019,0,1,0,0,0,61.3,59.4,60,4,1.8,"poor",0,7,9.17,8,0,11,0.872
"SEC06-037","SEC06","urban arterial",2021,1,1,0,0,0,61.3,61.2,60,4,1.8,"poor",0,7,8.59,6,0,18,0.698
"SEC06-038","SEC06","ring road",2019,0,1,0,0,0,67.2,66.5,80,4,2.42,"adequate",0,17,9.3,17,3,41,1.828
"SEC06-038","SEC06","ring road",2021,1,1,0,0,0,67.2,67.6,80,4,2.42,"adequate",0,17,12.67,20,0,26,1.579
"SEC06-039","SEC06","ring road",2019,0,1,1,1,1.47,71.7,70.4,80,4,1.37,"adequate",0,7,5.12,21,2,34,4.102
"SEC06-039","SEC06","ring road",2021,1,1,1,1,2.29,71.7,66.2,80,4,1.37,"adequate",0,7,7.58,4,0,12,0.528
"SEC06-040","SEC06","ring road",2019,0,1,0,0,0,61.4,59.6,60,6,3.05,"good",0,12,23.65,11,1,30,0.465
"SEC06-040","SEC06","ring road",2021,1,1,0,0,0,61.4,60.7,60,6,3.05,"good",0,12,24.96,8,1,23,0.321
"SEC06-041","SEC06","ring road",2019,0,1,1,1,1.6,72.8,73.3,80,4,2.01,"adequate",0,12,8.66,3,0,19,0.346
"SEC06-041","SEC06","ring road",2021,1,1,1,1,1.67,72.8,65.7,80,4,2.01,"adequate",0,12,11.4,8,0,15,0.702
"SEC06-042","SEC06","suburban arterial",2019,0,1,0,0,0,64.4,64.8,60,3,1.76,"good",1,11,5.39,3,1,6,0.557
"SEC06-042","SEC06","suburban arterial",2021,1,1,0,0,0,64.4,62.4,60,3,1.76,"good",1,11,4.87,6,0,11,1.232
"SEC06-043","SEC06","urban arterial",2019,0,1,1,1,3.18,75.9,74.3,80,4,3.29,"adequate",0,18,13.08,16,0,37,1.223
"SEC06-043","SEC06","urban arterial",2021,1,1,1,1,3.03,75.9,70,80,4,3.29,"adequate",0,18,18.77,25,3,34,1.332
"SEC06-044","SEC06","suburban arterial",2019,0,1,1,1,3.16,73.4,73.5,80,4,3.25,"adequate",0,20,17.12,10,2,23,0.584
"SEC06-044","SEC06","suburban arterial",2021,1,1,1,1,2.58,73.4,67.1,80,4,3.25,"adequate",0,20,16.76,4,0,18,0.239
"SEC06-045","SEC06","urban arterial",2019,0,1,1,1,2.1,83.3,82.7,80,3,0.54,"adequate",1,7,2.08,8,0,10,3.846
"SEC06-045","SEC06","urban arterial",2021,1,1,1,1,1.72,83.3,77.1,80,3,0.54,"adequate",1,7,1.56,7,0,5,4.487
"SEC06-046","SEC06","suburban arterial",2019,0,1,1,1,3.6,83.9,82.6,80,5,2.73,"good",0,14,15.19,10,0,18,0.658
"SEC06-046","SEC06","suburban arterial",2021,1,1,1,1,2.25,83.9,78.4,80,5,2.73,"good",0,14,13.11,8,0,17,0.61
"SEC06-047","SEC06","urban arterial",2019,0,1,0,0,0,66.8,65.4,80,2,1.81,"adequate",0,10,3.96,12,0,13,3.03
"SEC06-047","SEC06","urban arterial",2021,1,1,0,0,0,66.8,65.8,80,2,1.81,"adequate",0,10,3.99,5,0,9,1.253
"SEC06-048","SEC06","urban arterial",2019,0,1,0,0,0,67.5,66.2,80,6,2.25,"adequate",0,13,14.77,21,0,44,1.422
"SEC06-048","SEC06","urban arterial",2021,1,1,0,0,0,67.5,69.2,80,6,2.25,"adequate",0,13,13.82,16,2,11,1.158
"SEC06-049","SEC06","urban arterial",2019,0,1,1,1,2.35,81.4,81,80,4,2.69,"good",0,15,10.97,10,0,29,0.912
"SEC06-049","SEC06","urban arterial",2021,1,1,1,1,2.02,81.4,76.6,80,4,2.69,"good",0,15,12.03,4,1,16,0.333
"SEC06-050","SEC06","ring road",2019,0,1,1,1,2.87,72.2,72.1,80,5,0.59,"good",0,3,3.42,10,0,11,2.924
"SEC06-050","SEC06","ring road",2021,1,1,1,1,3.04,72.2,67.3,80,5,0.59,"good",0,3,4.46,8,0,10,1.794
"SEC07-001","SEC07","school corridor",2019,0,1,1,1,4.29,87.5,86.6,100,5,0.62,"adequate",0,11,3.23,10,0,19,3.096
"SEC07-001","SEC07","school corridor",2021,1,1,1,1,1.56,87.5,80.4,100,5,0.62,"adequate",0,11,3.57,11,0,14,3.081
"SEC07-002","SEC07","school corridor",2019,0,1,1,1,2,75.7,74.5,80,3,3.22,"adequate",0,17,11.39,16,2,29,1.405
"SEC07-002","SEC07","school corridor",2021,1,1,1,1,4.77,75.7,71.6,80,3,3.22,"adequate",0,17,13.47,11,0,23,0.817
"SEC07-003","SEC07","ring road",2019,0,1,1,1,3.68,75.6,74.6,80,3,2.35,"good",0,12,8.28,10,1,17,1.208
"SEC07-003","SEC07","ring road",2021,1,1,1,1,1.59,75.6,69.4,80,3,2.35,"good",0,12,8.17,9,0,37,1.102
"SEC07-004","SEC07","suburban arterial",2019,0,1,0,0,0,65.3,66,80,4,3.06,"adequate",0,16,16.15,10,0,14,0.619
"SEC07-004","SEC07","suburban arterial",2021,1,1,0,0,0,65.3,63.7,80,4,3.06,"adequate",0,16,13.93,14,1,23,1.005
"SEC07-005","SEC07","ring road",2019,0,1,1,1,1.64,73.6,72.1,80,5,2.59,"adequate",0,15,17.1,17,0,38,0.994
"SEC07-005","SEC07","ring road",2021,1,1,1,1,3.95,73.6,69.4,80,5,2.59,"adequate",0,15,14,9,1,29,0.643
"SEC07-006","SEC07","urban arterial",2019,0,1,1,1,3.07,80.1,79.4,80,3,0.93,"poor",0,11,3.44,10,0,14,2.907
"SEC07-006","SEC07","urban arterial",2021,1,1,1,1,1.29,80.1,75.1,80,3,0.93,"poor",0,11,3.14,4,0,9,1.274
"SEC07-007","SEC07","suburban arterial",2019,0,1,1,1,2.61,86.6,83.1,100,6,2.58,"adequate",0,17,19.86,15,1,25,0.755
"SEC07-007","SEC07","suburban arterial",2021,1,1,1,1,2.54,86.6,78.9,100,6,2.58,"adequate",0,17,17.98,20,0,18,1.112
"SEC07-008","SEC07","school corridor",2019,0,1,1,1,2.02,73,71.5,80,4,1.7,"poor",1,12,6.91,6,0,22,0.868
"SEC07-008","SEC07","school corridor",2021,1,1,1,1,2.15,73,67.4,80,4,1.7,"poor",1,12,8.38,7,0,17,0.835
"SEC07-009","SEC07","suburban arterial",2019,0,1,1,1,1.33,81.8,82.1,80,2,1.94,"good",1,10,5.33,3,0,10,0.563
"SEC07-009","SEC07","suburban arterial",2021,1,1,1,1,2.87,81.8,77.1,80,2,1.94,"good",1,10,5.12,5,0,16,0.977
"SEC07-010","SEC07","suburban arterial",2019,0,1,1,1,3.04,70.9,71.9,80,5,2.17,"adequate",0,11,11,5,0,13,0.455
"SEC07-010","SEC07","suburban arterial",2021,1,1,1,1,3.41,70.9,65.4,80,5,2.17,"adequate",0,11,12.96,4,0,8,0.309
"SEC07-011","SEC07","school corridor",2019,0,1,1,1,2.42,78.4,77.3,80,4,1.51,"good",0,9,6.08,7,1,14,1.151
"SEC07-011","SEC07","school corridor",2021,1,1,1,1,1.15,78.4,74.3,80,4,1.51,"good",0,9,7.73,12,0,10,1.552
"SEC07-012","SEC07","school corridor",2019,0,1,1,1,2.1,78.2,77,80,3,1.78,"adequate",0,12,7.47,12,1,24,1.606
"SEC07-012","SEC07","school corridor",2021,1,1,1,1,3.05,78.2,73.8,80,3,1.78,"adequate",0,12,6.9,5,0,14,0.725
"SEC07-013","SEC07","urban arterial",2019,0,1,1,1,3.64,82.8,84.9,80,3,2.08,"good",0,11,8.27,7,0,23,0.846
"SEC07-013","SEC07","urban arterial",2021,1,1,1,1,3.22,82.8,77.5,80,3,2.08,"good",0,11,7.81,6,0,6,0.768
"SEC07-014","SEC07","suburban arterial",2019,0,1,1,1,1.84,75,74.5,80,3,1.56,"good",0,9,5.03,7,0,8,1.392
"SEC07-014","SEC07","suburban arterial",2021,1,1,1,1,3.09,75,68.4,80,3,1.56,"good",0,9,6.88,6,0,10,0.872
"SEC07-015","SEC07","suburban arterial",2019,0,1,1,1,2.91,77.7,76.7,80,3,2,"adequate",1,9,7.09,9,2,24,1.269
"SEC07-015","SEC07","suburban arterial",2021,1,1,1,1,2.92,77.7,71.3,80,3,2,"adequate",1,9,7.8,7,0,14,0.897
"SEC07-016","SEC07","suburban arterial",2019,0,1,0,0,0,53.4,51.8,60,4,1.59,"poor",0,13,8.3,3,0,10,0.361
"SEC07-016","SEC07","suburban arterial",2021,1,1,0,0,0,53.4,53.6,60,4,1.59,"poor",0,13,7.72,6,0,9,0.777
"SEC07-017","SEC07","urban arterial",2019,0,1,0,0,0,57.7,56.4,60,5,1.86,"adequate",0,13,12.94,7,1,7,0.541
"SEC07-017","SEC07","urban arterial",2021,1,1,0,0,0,57.7,57.9,60,5,1.86,"adequate",0,13,10.7,5,0,7,0.467
"SEC07-018","SEC07","ring road",2019,0,1,1,1,2.2,85.9,87.7,100,6,1.85,"good",0,13,13.22,22,1,25,1.664
"SEC07-018","SEC07","ring road",2021,1,1,1,1,3.61,85.9,81.3,100,6,1.85,"good",0,13,10.81,8,0,23,0.74
"SEC07-019","SEC07","urban arterial",2019,0,1,1,1,1.66,81,83.5,80,3,1.68,"adequate",0,6,5.57,8,0,14,1.436
"SEC07-019","SEC07","urban arterial",2021,1,1,1,1,1.15,81,74.5,80,3,1.68,"adequate",0,6,6.86,4,0,12,0.583
"SEC07-020","SEC07","school corridor",2019,0,1,1,1,2.96,73.8,73.7,80,2,2.55,"adequate",0,12,6.15,11,1,19,1.789
"SEC07-020","SEC07","school corridor",2021,1,1,1,1,2.57,73.8,69.3,80,2,2.55,"adequate",0,12,6.83,9,0,9,1.318
"SEC07-021","SEC07","urban arterial",2019,0,1,1,1,2.85,76.7,75.2,80,4,3.38,"adequate",1,20,14.77,21,0,37,1.422
"SEC07-021","SEC07","urban arterial",2021,1,1,1,1,2.33,76.7,71.1,80,4,3.38,"adequate",1,20,18.54,23,0,29,1.241
"SEC07-022","SEC07","school corridor",2019,0,1,1,1,1.23,79.8,78.1,80,5,1.13,"adequate",0,13,6.76,11,0,17,1.627
"SEC07-022","SEC07","school corridor",2021,1,1,1,1,2.71,79.8,76.1,80,5,1.13,"adequate",0,13,7.51,7,0,19,0.932
"SEC07-023","SEC07","urban arterial",2019,0,1,1,1,1.28,87.8,86.6,100,5,3.38,"adequate",0,34,19.64,32,0,45,1.629
"SEC07-023","SEC07","urban arterial",2021,1,1,1,1,2.22,87.8,80.7,100,5,3.38,"adequate",0,34,19.92,8,0,29,0.402
"SEC07-024","SEC07","ring road",2019,0,1,1,1,2.55,78.1,78.4,80,4,1.4,"adequate",0,13,7.21,12,1,26,1.664
"SEC07-024","SEC07","ring road",2021,1,1,1,1,1.5,78.1,72,80,4,1.4,"adequate",0,13,6.95,6,1,11,0.863
"SEC07-025","SEC07","ring road",2019,0,1,1,1,2.47,71.2,71.2,80,5,0.87,"good",0,7,5.07,7,0,7,1.381
"SEC07-025","SEC07","ring road",2021,1,1,1,1,2.45,71.2,66.7,80,5,0.87,"good",0,7,4.75,3,0,11,0.632
"SEC07-026","SEC07","suburban arterial",2019,0,1,1,1,2.58,73.6,72.2,80,5,2.89,"poor",0,24,16.74,28,1,56,1.673
"SEC07-026","SEC07","suburban arterial",2021,1,1,1,1,2.94,73.6,70.1,80,5,2.89,"poor",0,24,15.06,19,0,33,1.262
"SEC07-027","SEC07","suburban arterial",2019,0,1,1,1,2.92,83.2,82.4,80,5,2.05,"adequate",0,14,12.27,16,1,18,1.304
"SEC07-027","SEC07","suburban arterial",2021,1,1,1,1,3.79,83.2,76.2,80,5,2.05,"adequate",0,14,12.91,19,0,23,1.472
"SEC07-028","SEC07","ring road",2019,0,1,1,1,4.37,74.3,73.2,80,5,2.51,"poor",1,21,13.52,23,0,44,1.701
"SEC07-028","SEC07","ring road",2021,1,1,1,1,1.65,74.3,68.1,80,5,2.51,"poor",1,21,14.98,21,1,41,1.402
"SEC07-029","SEC07","urban arterial",2019,0,1,1,1,2.53,76.9,77.8,80,5,2.7,"poor",0,13,14.83,8,0,20,0.539
"SEC07-029","SEC07","urban arterial",2021,1,1,1,1,1.94,76.9,71.2,80,5,2.7,"poor",0,13,17.08,18,0,34,1.054
"SEC07-030","SEC07","urban arterial",2019,0,1,0,0,0,58,56.8,60,3,2.27,"good",0,6,7.36,9,0,12,1.223
"SEC07-030","SEC07","urban arterial",2021,1,1,0,0,0,58,59.1,60,3,2.27,"good",0,6,7.41,5,0,10,0.675
"SEC07-031","SEC07","school corridor",2019,0,1,1,1,1.42,80.9,78,80,5,1.68,"good",1,11,8.66,12,1,18,1.386
"SEC07-031","SEC07","school corridor",2021,1,1,1,1,1.85,80.9,75.6,80,5,1.68,"good",1,11,10.17,4,2,11,0.393
"SEC07-032","SEC07","suburban arterial",2019,0,1,1,1,3.25,75.6,75.8,80,6,0.83,"adequate",0,5,6.2,4,0,11,0.645
"SEC07-032","SEC07","suburban arterial",2021,1,1,1,1,2.96,75.6,70.5,80,6,0.83,"adequate",0,5,5.16,5,0,11,0.969
"SEC07-033","SEC07","ring road",2019,0,1,1,1,4.14,70.5,70.7,80,2,2.44,"good",0,8,5.89,11,0,16,1.868
"SEC07-033","SEC07","ring road",2021,1,1,1,1,3.12,70.5,64.6,80,2,2.44,"good",0,8,6.37,2,0,7,0.314
"SEC07-034","SEC07","urban arterial",2019,0,1,1,1,2.27,73,72.8,80,5,1.74,"poor",0,16,11.5,15,0,30,1.304
"SEC07-034","SEC07","urban arterial",2021,1,1,1,1,3.24,73,68.1,80,5,1.74,"poor",0,16,9.51,13,1,16,1.367
"SEC07-035","SEC07","suburban arterial",2019,0,1,1,1,3.54,74.5,75.3,80,5,0.83,"good",1,5,4.91,6,1,9,1.222
"SEC07-035","SEC07","suburban arterial",2021,1,1,1,1,2.79,74.5,69.6,80,5,0.83,"good",1,5,5.01,9,0,8,1.796
"SEC07-036","SEC07","ring road",2019,0,1,1,1,3.03,84.2,83.3,80,4,3.25,"poor",0,25,15.6,16,0,28,1.026
"SEC07-036","SEC07","ring road",2021,1,1,1,1,3.14,84.2,77.1,80,4,3.25,"poor",0,25,14.84,19,0,24,1.28
"SEC07-037","SEC07","suburban arterial",2019,0,1,1,1,1.89,73.2,75.7,80,4,1.42,"adequate",0,16,6.52,5,0,8,0.767
"SEC07-037","SEC07","suburban arterial",2021,1,1,1,1,3.09,73.2,66.1,80,4,1.42,"adequate",0,16,7.02,7,0,16,0.997
"SEC07-038","SEC07","urban arterial",2019,0,1,0,0,0,61.8,59.9,60,4,2.32,"adequate",0,12,11.35,7,1,13,0.617
"SEC07-038","SEC07","urban arterial",2021,1,1,0,0,0,61.8,60.2,60,4,2.32,"adequate",0,12,11.37,12,1,16,1.055
"SEC07-039","SEC07","suburban arterial",2019,0,1,0,0,0,63.3,63.1,60,5,1.87,"adequate",0,12,10.04,12,1,21,1.195
"SEC07-039","SEC07","suburban arterial",2021,1,1,0,0,0,63.3,62.9,60,5,1.87,"adequate",0,12,11.67,4,0,17,0.343
"SEC07-040","SEC07","suburban arterial",2019,0,1,0,0,0,59.9,59.6,60,5,3.14,"good",0,11,16.64,9,0,21,0.541
"SEC07-040","SEC07","suburban arterial",2021,1,1,0,0,0,59.9,60.8,60,5,3.14,"good",0,11,17.14,14,0,19,0.817
"SEC07-041","SEC07","suburban arterial",2019,0,1,0,0,0,64.3,64,60,3,2.13,"adequate",0,13,7.97,9,0,10,1.129
"SEC07-041","SEC07","suburban arterial",2021,1,1,0,0,0,64.3,65.1,60,3,2.13,"adequate",0,13,8.28,14,1,19,1.691
"SEC07-042","SEC07","urban arterial",2019,0,1,0,0,0,58.8,58.9,60,5,0.82,"good",0,5,4.37,6,1,10,1.373
"SEC07-042","SEC07","urban arterial",2021,1,1,0,0,0,58.8,56.6,60,5,0.82,"good",0,5,4.93,4,1,7,0.811
"SEC07-043","SEC07","suburban arterial",2019,0,1,1,1,2.68,72.5,73.9,80,3,0.93,"good",0,7,3.03,7,0,10,2.31
"SEC07-043","SEC07","suburban arterial",2021,1,1,1,1,2.4,72.5,67.6,80,3,0.93,"good",0,7,2.93,4,0,5,1.365
"SEC07-044","SEC07","suburban arterial",2019,0,1,1,1,4.57,77.4,77.4,80,6,1.26,"adequate",0,8,9.89,10,1,18,1.011
"SEC07-044","SEC07","suburban arterial",2021,1,1,1,1,3.72,77.4,70.7,80,6,1.26,"adequate",0,8,8.35,6,0,17,0.719
"SEC07-045","SEC07","suburban arterial",2019,0,1,1,1,2.61,79.7,79.7,80,4,2.96,"good",0,19,13.74,19,2,24,1.383
"SEC07-045","SEC07","suburban arterial",2021,1,1,1,1,3.01,79.7,75,80,4,2.96,"good",0,19,13.22,9,0,18,0.681
"SEC07-046","SEC07","ring road",2019,0,1,0,0,0,65.6,66,80,5,1.14,"adequate",1,14,6.69,13,0,21,1.943
"SEC07-046","SEC07","ring road",2021,1,1,0,0,0,65.6,66.5,80,5,1.14,"adequate",1,14,6.88,5,0,8,0.727
"SEC07-047","SEC07","urban arterial",2019,0,1,1,1,3.03,85,82.8,100,3,0.54,"good",0,7,2.18,5,0,20,2.294
"SEC07-047","SEC07","urban arterial",2021,1,1,1,1,2.36,85,79.3,100,3,0.54,"good",0,7,2.35,4,1,4,1.702
"SEC07-048","SEC07","urban arterial",2019,0,1,1,1,3.01,74,73.9,80,6,3.2,"good",0,21,23.13,13,0,35,0.562
"SEC07-048","SEC07","urban arterial",2021,1,1,1,1,2.3,74,68.5,80,6,3.2,"good",0,21,24.5,18,0,25,0.735
"SEC07-049","SEC07","suburban arterial",2019,0,1,0,0,0,68.2,67.5,80,3,1.44,"good",0,5,4.43,7,0,11,1.58
"SEC07-049","SEC07","suburban arterial",2021,1,1,0,0,0,68.2,66.3,80,3,1.44,"good",0,5,6,4,0,5,0.667
"SEC07-050","SEC07","urban arterial",2019,0,1,1,1,2.38,83.7,82.6,80,4,1.8,"poor",0,15,7.85,13,0,27,1.656
"SEC07-050","SEC07","urban arterial",2021,1,1,1,1,3.08,83.7,77.1,80,4,1.8,"poor",0,15,8.72,5,0,9,0.573
"SEC08-001","SEC08","urban arterial",2019,0,1,1,1,2.15,71.1,70.2,80,2,2.3,"adequate",0,10,4.57,8,0,26,1.751
"SEC08-001","SEC08","urban arterial",2021,1,1,1,1,1.28,71.1,68.2,80,2,2.3,"adequate",0,10,6.23,9,0,16,1.445
"SEC08-002","SEC08","suburban arterial",2019,0,1,0,0,0,63.3,62.7,60,4,3.29,"good",0,17,14.2,16,0,29,1.127
"SEC08-002","SEC08","suburban arterial",2021,1,1,0,0,0,63.3,64.4,60,4,3.29,"good",0,17,15.22,9,0,20,0.591
"SEC08-003","SEC08","suburban arterial",2019,0,1,0,0,0,65.1,65.4,80,3,1.33,"good",1,5,4.12,11,0,6,2.67
"SEC08-003","SEC08","suburban arterial",2021,1,1,0,0,0,65.1,66.3,80,3,1.33,"good",1,5,5.46,2,0,5,0.366
"SEC08-004","SEC08","urban arterial",2019,0,1,1,1,1.1,85.1,83.6,100,3,0.99,"poor",0,10,3.67,6,0,13,1.635
"SEC08-004","SEC08","urban arterial",2021,1,1,1,1,3.99,85.1,79.5,100,3,0.99,"poor",0,10,3.47,5,0,9,1.441
"SEC08-005","SEC08","urban arterial",2019,0,1,1,1,3.51,75.9,76.8,80,3,2.96,"adequate",0,14,8.47,22,0,13,2.597
"SEC08-005","SEC08","urban arterial",2021,1,1,1,1,2.62,75.9,70.8,80,3,2.96,"adequate",0,14,10.31,7,0,21,0.679
"SEC08-006","SEC08","suburban arterial",2019,0,1,0,0,0,63.1,62.3,60,4,2.7,"adequate",1,14,11.81,18,0,20,1.524
"SEC08-006","SEC08","suburban arterial",2021,1,1,0,0,0,63.1,63.2,60,4,2.7,"adequate",1,14,12.24,8,1,19,0.654
"SEC08-007","SEC08","ring road",2019,0,1,1,1,2.39,78.9,79.6,80,3,3.02,"adequate",1,11,12.01,23,0,37,1.915
"SEC08-007","SEC08","ring road",2021,1,1,1,1,2.28,78.9,72.2,80,3,3.02,"adequate",1,11,11.81,16,0,34,1.355
"SEC08-008","SEC08","urban arterial",2019,0,1,1,1,2.23,87.7,87.9,100,4,2.47,"adequate",1,18,13.32,16,0,29,1.201
"SEC08-008","SEC08","urban arterial",2021,1,1,1,1,3.1,87.7,82.5,100,4,2.47,"adequate",1,18,10.01,10,1,19,0.999
"SEC08-009","SEC08","suburban arterial",2019,0,1,0,0,0,55.1,53.2,60,5,0.66,"poor",0,8,3.91,10,0,13,2.558
"SEC08-009","SEC08","suburban arterial",2021,1,1,0,0,0,55.1,56.6,60,5,0.66,"poor",0,8,4.53,6,0,14,1.325
"SEC08-010","SEC08","ring road",2019,0,1,0,0,0,68.6,66.4,80,4,2.45,"adequate",1,8,9.46,11,1,28,1.163
"SEC08-010","SEC08","ring road",2021,1,1,0,0,0,68.6,68,80,4,2.45,"adequate",1,8,10.72,12,1,15,1.119
"SEC08-011","SEC08","school corridor",2019,0,1,1,1,2.55,89.9,89,100,6,2.75,"adequate",0,24,15.53,30,1,44,1.932
"SEC08-011","SEC08","school corridor",2021,1,1,1,1,2.62,89.9,84.7,100,6,2.75,"adequate",0,24,16.73,19,1,44,1.136
"SEC08-012","SEC08","school corridor",2019,0,1,0,0,0,61.6,60.5,60,4,2.43,"adequate",0,9,12.93,22,1,38,1.701
"SEC08-012","SEC08","school corridor",2021,1,1,0,0,0,61.6,59.7,60,4,2.43,"adequate",0,9,11.82,7,0,14,0.592
"SEC08-013","SEC08","urban arterial",2019,0,1,1,1,3.08,73.2,72.7,80,2,0.47,"adequate",0,5,1.12,5,1,13,4.464
"SEC08-013","SEC08","urban arterial",2021,1,1,1,1,3,73.2,68.4,80,2,0.47,"adequate",0,5,1.18,3,0,9,2.542
"SEC08-014","SEC08","suburban arterial",2019,0,1,1,1,1.86,71.3,69.9,80,3,2.23,"adequate",1,9,7.02,9,1,21,1.282
"SEC08-014","SEC08","suburban arterial",2021,1,1,1,1,1.81,71.3,66.2,80,3,2.23,"adequate",1,9,8.22,7,0,17,0.852
"SEC08-015","SEC08","suburban arterial",2019,0,1,0,0,0,68.3,66.9,80,4,1.22,"adequate",0,10,5.85,12,0,15,2.051
"SEC08-015","SEC08","suburban arterial",2021,1,1,0,0,0,68.3,66.4,80,4,1.22,"adequate",0,10,6.16,1,0,13,0.162
"SEC08-016","SEC08","suburban arterial",2019,0,1,1,1,3.73,70.5,71.2,80,2,1.18,"good",1,8,2.95,5,0,19,1.695
"SEC08-016","SEC08","suburban arterial",2021,1,1,1,1,1.41,70.5,66.8,80,2,1.18,"good",1,8,3.01,1,1,6,0.332
"SEC08-017","SEC08","urban arterial",2019,0,1,1,1,0.61,79.7,79.8,80,5,1.79,"good",0,7,10.23,9,0,25,0.88
"SEC08-017","SEC08","urban arterial",2021,1,1,1,1,1.47,79.7,72.1,80,5,1.79,"good",0,7,9.63,12,0,18,1.246
"SEC08-018","SEC08","urban arterial",2019,0,1,1,1,3.51,77.7,76.2,80,4,1.36,"adequate",1,12,5.35,9,1,28,1.682
"SEC08-018","SEC08","urban arterial",2021,1,1,1,1,2.8,77.7,72.8,80,4,1.36,"adequate",1,12,7.61,12,1,15,1.577
"SEC08-019","SEC08","suburban arterial",2019,0,1,1,1,2.28,80.1,78.3,80,3,0.71,"adequate",1,6,2.27,4,0,12,1.762
"SEC08-019","SEC08","suburban arterial",2021,1,1,1,1,3,80.1,73.8,80,3,0.71,"adequate",1,6,2.88,5,0,6,1.736
"SEC08-020","SEC08","urban arterial",2019,0,1,1,1,4.03,71.2,71.5,80,2,2.63,"adequate",0,8,7.37,13,0,24,1.764
"SEC08-020","SEC08","urban arterial",2021,1,1,1,1,2.77,71.2,67.5,80,2,2.63,"adequate",0,8,6.93,13,0,9,1.876
