"segment_id","round","year","arm","school_size","lanes","road_length_km","crossing_present","prior_collisions_3yr","ave_speed_kmh","vehicles_km_millions","injury_collisions","child_collisions","minor_collisions","injuries_per_million_vkm"
"SZ154",0,2019,"Package","large",2,0.58,0,6,45.8,0.99,6,4,20,6.061
"SZ154",1,2022,"Package","large",2,0.58,0,6,43.6,1.24,7,4,12,5.645
"SZ155",0,2019,"No package","medium",3,1.36,1,6,47.3,2.95,12,3,16,4.068
"SZ155",1,2022,"No package","medium",3,1.36,1,6,45.3,4.02,9,5,11,2.239
"SZ156",0,2019,"No package","large",5,1.06,0,5,46.6,4.72,19,11,16,4.025
"SZ156",1,2022,"No package","large",5,1.06,0,5,45.4,4.5,10,2,27,2.222
"SZ157",0,2019,"No package","small",4,1.22,0,4,47,4.55,14,3,22,3.077
"SZ157",1,2022,"No package","small",4,1.22,0,4,44.1,5.09,13,2,19,2.554
"SZ158",0,2019,"No package","medium",4,2.15,1,7,45.7,7.42,4,1,26,0.539
"SZ158",1,2022,"No package","medium",4,2.15,1,7,45.5,9.18,15,4,16,1.634
"SZ159",0,2019,"Package","small",4,0.75,0,9,43.2,2.87,7,1,12,2.439
"SZ159",1,2022,"Package","small",4,0.75,0,9,42.7,3.19,7,1,5,2.194
"SZ160",0,2019,"No package","small",5,0.79,1,12,46.1,3.82,4,3,11,1.047
"SZ160",1,2022,"No package","small",5,0.79,1,12,47.9,3.84,7,5,15,1.823
"SZ161",0,2019,"Package","small",4,0.51,1,9,44.1,1.75,10,3,12,5.714
"SZ161",1,2022,"Package","small",4,0.51,1,9,43.1,1.98,5,3,14,2.525
"SZ162",0,2019,"Package","medium",3,2.16,0,12,44.5,4.9,11,5,22,2.245
"SZ162",1,2022,"Package","medium",3,2.16,0,12,41.5,5.27,5,1,15,0.949
"SZ163",0,2019,"No package","small",3,1.53,1,5,46,4.18,7,2,13,1.675
"SZ163",1,2022,"No package","small",3,1.53,1,5,48.5,4.48,8,1,9,1.786
"SZ164",0,2019,"Package","small",3,1.23,1,4,45.6,3.52,12,3,9,3.409
"SZ164",1,2022,"Package","small",3,1.23,1,4,42.1,3.4,7,2,7,2.059
"SZ165",0,2019,"Package","small",4,2.18,0,9,45.9,8.04,7,1,12,0.871
"SZ165",1,2022,"Package","small",4,2.18,0,9,42.3,8.27,2,0,7,0.242
"SZ166",0,2019,"Package","small",3,2.04,1,9,46.1,5.6,10,2,15,1.786
"SZ166",1,2022,"Package","small",3,2.04,1,9,39.3,4.76,10,2,8,2.101
"SZ167",0,2019,"Package","small",3,1.55,1,7,47.3,3.7,9,3,23,2.432
"SZ167",1,2022,"Package","small",3,1.55,1,7,42.1,5.01,7,2,10,1.397
"SZ168",0,2019,"Package","small",5,0.9,0,4,48,4.36,7,2,15,1.606
"SZ168",1,2022,"Package","small",5,0.9,0,4,42.7,4.26,7,0,7,1.643
"SZ169",0,2019,"Package","large",3,1.07,1,8,44.7,2.82,5,2,10,1.773
"SZ169",1,2022,"Package","large",3,1.07,1,8,40.5,2.53,3,2,6,1.186
"SZ170",0,2019,"No package","large",6,0.46,0,8,45.8,2.19,30,13,28,13.699
"SZ170",1,2022,"No package","large",6,0.46,0,8,45.8,2.66,13,4,23,4.887
"SZ171",0,2019,"Package","small",2,1.98,0,4,45.2,3.91,9,6,16,2.302
"SZ171",1,2022,"Package","small",2,1.98,0,4,42.9,4.22,10,2,11,2.37
"SZ172",0,2019,"Package","medium",2,0.52,0,5,45.6,0.88,10,4,11,11.364
"SZ172",1,2022,"Package","medium",2,0.52,0,5,40.7,0.98,4,1,10,4.082
"SZ173",0,2019,"Package","small",4,0.5,0,3,45.7,1.85,5,3,16,2.703
"SZ173",1,2022,"Package","small",4,0.5,0,3,42.2,2.05,5,0,3,2.439
"SZ174",0,2019,"No package","medium",4,1.3,0,5,43.7,4.85,16,4,18,3.299
"SZ174",1,2022,"No package","medium",4,1.3,0,5,48.2,5.65,15,11,19,2.655
"SZ175",0,2019,"Package","large",2,0.31,0,7,47.1,0.53,11,4,9,20.755
"SZ175",1,2022,"Package","large",2,0.31,0,7,44.1,0.56,6,1,14,10.714
"SZ176",0,2019,"No package","small",6,0.89,1,10,44.3,5.22,15,3,25,2.874
"SZ176",1,2022,"No package","small",6,0.89,1,10,46.5,5.09,14,5,17,2.75
"SZ177",0,2019,"Package","medium",6,1.6,0,5,47,8.45,27,13,37,3.195
"SZ177",1,2022,"Package","medium",6,1.6,0,5,43.1,7.69,18,5,20,2.341
"SZ178",0,2019,"Package","large",4,1.69,0,8,46.1,5.38,10,5,26,1.859
"SZ178",1,2022,"Package","large",4,1.69,0,8,43,7.05,7,6,16,0.993
"SZ179",0,2019,"No package","medium",4,0.45,0,4,45.8,1.49,12,5,20,8.054
"SZ179",1,2022,"No package","medium",4,0.45,0,4,43.6,1.85,13,8,21,7.027
"SZ180",0,2019,"Package","medium",3,1.72,1,7,46.8,5.29,12,7,28,2.268
"SZ180",1,2022,"Package","medium",3,1.72,1,7,44,5.41,9,1,12,1.664
"SZ181",0,2019,"Package","large",4,1.99,0,4,44.8,7.37,21,8,37,2.849
"SZ181",1,2022,"Package","large",4,1.99,0,4,42,7.6,12,2,13,1.579
"SZ182",0,2019,"Package","small",5,0.91,1,6,47.6,3.72,11,3,25,2.957
"SZ182",1,2022,"Package","small",5,0.91,1,6,40.2,4.43,9,2,15,2.032
"SZ183",0,2019,"Package","large",4,1.14,1,6,47,3.75,10,3,27,2.667
"SZ183",1,2022,"Package","large",4,1.14,1,6,42.5,4.61,9,2,12,1.952
"SZ184",0,2019,"Package","large",3,0.63,0,4,46.6,1.92,3,1,6,1.562
"SZ184",1,2022,"Package","large",3,0.63,0,4,43.7,1.79,5,1,6,2.793
"SZ185",0,2019,"Package","medium",5,1.29,0,7,46,6.06,18,7,27,2.97
"SZ185",1,2022,"Package","medium",5,1.29,0,7,41.5,6.3,11,3,16,1.746
"SZ186",0,2019,"No package","small",5,1.55,1,7,44.1,7.73,7,1,13,0.906
"SZ186",1,2022,"No package","small",5,1.55,1,7,44,7.24,10,3,11,1.381
"SZ187",0,2019,"Package","medium",3,1.09,0,4,48.7,3.57,8,7,16,2.241
"SZ187",1,2022,"Package","medium",3,1.09,0,4,43.3,3.4,5,1,9,1.471
"SZ188",0,2019,"No package","small",5,1.87,0,3,44.7,8.84,19,4,24,2.149
"SZ188",1,2022,"No package","small",5,1.87,0,3,46.2,9.91,22,3,12,2.22
"SZ189",0,2019,"No package","small",4,0.96,0,4,46.2,3.46,13,2,13,3.757
"SZ189",1,2022,"No package","small",4,0.96,0,4,46.6,3.49,7,3,18,2.006
"SZ190",0,2019,"No package","large",4,1.43,1,8,47.9,4.91,13,3,36,2.648
"SZ190",1,2022,"No package","large",4,1.43,1,8,44.1,5.83,16,6,36,2.744
"SZ191",0,2019,"Package","medium",4,1.59,0,4,44.9,5.59,7,2,15,1.252
"SZ191",1,2022,"Package","medium",4,1.59,0,4,41.5,5.78,8,3,9,1.384
"SZ192",0,2019,"Package","small",4,1.26,0,4,45.2,3.99,10,1,22,2.506
"SZ192",1,2022,"Package","small",4,1.26,0,4,42.9,4.83,3,0,12,0.621
"SZ193",0,2019,"Package","medium",5,0.89,0,11,44.2,3.59,17,6,37,4.735
"SZ193",1,2022,"Package","medium",5,0.89,0,11,42.3,4.68,12,3,20,2.564
"SZ194",0,2019,"No package","small",4,1.87,1,2,44,6.95,7,3,11,1.007
"SZ194",1,2022,"No package","small",4,1.87,1,2,45.4,7.93,5,1,10,0.631
"SZ195",0,2019,"No package","medium",3,1.05,1,10,45.5,2.37,8,3,16,3.376
"SZ195",1,2022,"No package","medium",3,1.05,1,10,46.8,2.99,14,5,15,4.682
"SZ196",0,2019,"No package","large",5,0.62,0,4,45.8,2.78,10,1,18,3.597
"SZ196",1,2022,"No package","large",5,0.62,0,4,43.2,2.95,4,1,10,1.356
"SZ197",0,2019,"Package","large",6,1.06,0,6,45.8,7.36,13,6,37,1.766
"SZ197",1,2022,"Package","large",6,1.06,0,6,43.9,5.3,18,4,28,3.396
"SZ198",0,2019,"No package","small",4,0.78,0,9,44.7,2.53,9,6,11,3.557
"SZ198",1,2022,"No package","small",4,0.78,0,9,45.1,2.61,6,3,15,2.299
"SZ199",0,2019,"No package","large",4,0.7,1,4,46.9,2.63,21,10,36,7.985
"SZ199",1,2022,"No package","large",4,0.7,1,4,47.7,3.04,11,6,17,3.618
"SZ200",0,2019,"Package","small",5,1.73,0,4,44,7.03,9,3,14,1.28
"SZ200",1,2022,"Package","small",5,1.73,0,4,40.5,10.26,7,2,12,0.682
"SZ201",0,2019,"Package","large",3,0.46,0,5,44.9,1.38,8,6,15,5.797
"SZ201",1,2022,"Package","large",3,0.46,0,5,40.8,1.4,5,0,11,3.571
"SZ202",0,2019,"No package","large",4,0.87,0,4,44,3.15,8,2,15,2.54
"SZ202",1,2022,"No package","large",4,0.87,0,4,47.2,3.03,6,1,12,1.98
"SZ203",0,2019,"Package","large",4,2.11,0,8,46.2,7.33,17,10,34,2.319
"SZ203",1,2022,"Package","large",4,2.11,0,8,42.9,8.16,11,1,18,1.348
"SZ204",0,2019,"Package","medium",4,2.04,0,6,45.7,7.7,25,13,30,3.247
"SZ204",1,2022,"Package","medium",4,2.04,0,6,43.5,7.42,7,1,19,0.943
"SZ205",0,2019,"No package","medium",3,1.74,0,2,47.2,4.05,10,10,18,2.469
"SZ205",1,2022,"No package","medium",3,1.74,0,2,45.3,4.99,15,6,10,3.006
"SZ206",0,2019,"No package","large",2,1.37,0,0,45.8,2.31,9,6,8,3.896
"SZ206",1,2022,"No package","large",2,1.37,0,0,44.2,2.57,8,1,8,3.113
"SZ207",0,2019,"No package","medium",4,2.06,0,12,44.6,7.53,27,8,23,3.586
"SZ207",1,2022,"No package","medium",4,2.06,0,12,44.4,8.32,10,1,29,1.202
"SZ208",0,2019,"No package","medium",5,1.32,0,5,44.5,5.95,19,10,34,3.193
"SZ208",1,2022,"No package","medium",5,1.32,0,5,46.9,6.33,19,5,16,3.002
"SZ209",0,2019,"No package","medium",5,1.03,0,4,44.6,4.33,13,2,19,3.002
"SZ209",1,2022,"No package","medium",5,1.03,0,4,47.7,4.82,13,7,18,2.697
"SZ210",0,2019,"Package","medium",4,0.33,0,9,46.4,1.04,5,2,13,4.808
"SZ210",1,2022,"Package","medium",4,0.33,0,9,44.5,1.43,2,1,8,1.399
"SZ211",0,2019,"Package","large",4,1.36,0,5,45.3,5.4,9,7,20,1.667
"SZ211",1,2022,"Package","large",4,1.36,0,5,43.4,4.66,10,3,14,2.146
"SZ212",0,2019,"No package","medium",4,0.54,1,5,47.3,2.1,13,5,18,6.19
"SZ212",1,2022,"No package","medium",4,0.54,1,5,48.2,1.85,8,0,10,4.324
"SZ213",0,2019,"No package","medium",4,1.17,1,1,46.9,3.92,2,1,10,0.51
"SZ213",1,2022,"No package","medium",4,1.17,1,1,45.1,5.32,6,4,19,1.128
"SZ214",0,2019,"Package","small",3,1.11,1,4,45.5,3.16,4,1,5,1.266
"SZ214",1,2022,"Package","small",3,1.11,1,4,42.7,2.93,4,2,5,1.365
"SZ215",0,2019,"Package","medium",3,1.49,0,6,48.2,4.19,18,5,12,4.296
"SZ215",1,2022,"Package","medium",3,1.49,0,6,42.3,4.4,9,2,13,2.045
"SZ216",0,2019,"Package","large",4,1.55,1,8,45.1,5.88,15,11,18,2.551
"SZ216",1,2022,"Package","large",4,1.55,1,8,43.3,5.08,4,2,8,0.787
"SZ217",0,2019,"No package","small",4,0.55,0,12,44.3,1.76,7,3,14,3.977
"SZ217",1,2022,"No package","small",4,0.55,0,12,49.5,1.95,8,4,9,4.103
"SZ218",0,2019,"Package","medium",3,0.4,1,6,48,1.04,12,5,5,11.538
"SZ218",1,2022,"Package","medium",3,0.4,1,6,41.8,1.16,4,0,8,3.448
"SZ219",0,2019,"No package","small",4,0.68,0,10,47.1,2.31,19,7,25,8.225
"SZ219",1,2022,"No package","small",4,0.68,0,10,44.3,2.93,9,5,23,3.072
"SZ220",0,2019,"Package","medium",3,1.54,1,9,46.3,4.07,11,4,10,2.703
"SZ220",1,2022,"Package","medium",3,1.54,1,9,43.2,4.48,6,3,8,1.339
"SZ221",0,2019,"Package","medium",3,1.27,1,7,45.6,3.37,7,2,17,2.077
"SZ221",1,2022,"Package","medium",3,1.27,1,7,41.1,2.92,11,1,9,3.767
"SZ222",0,2019,"No package","large",3,0.72,0,7,44.1,1.75,14,4,33,8
"SZ222",1,2022,"No package","large",3,0.72,0,7,45.1,2.13,9,3,19,4.225
"SZ223",0,2019,"Package","small",2,1.13,1,8,43.7,2.07,9,5,15,4.348
"SZ223",1,2022,"Package","small",2,1.13,1,8,41.3,2.71,8,4,11,2.952
"SZ224",0,2019,"No package","large",4,0.52,1,6,43.8,1.69,10,3,11,5.917
"SZ224",1,2022,"No package","large",4,0.52,1,6,47.3,2.18,10,2,19,4.587
"SZ225",0,2019,"Package","medium",3,1.94,0,4,47.9,5.2,6,3,20,1.154
"SZ225",1,2022,"Package","medium",3,1.94,0,4,43.4,6.09,7,1,7,1.149
"SZ226",0,2019,"Package","small",4,1.7,0,8,42.9,6.83,7,1,18,1.025
"SZ226",1,2022,"Package","small",4,1.7,0,8,41.5,5.76,8,4,13,1.389
"SZ227",0,2019,"No package","medium",2,1.29,0,8,45.3,2.13,13,3,27,6.103
"SZ227",1,2022,"No package","medium",2,1.29,0,8,46.7,2.4,8,2,18,3.333
"SZ228",0,2019,"Package","medium",5,1.72,1,7,46.2,8.27,16,3,27,1.935
"SZ228",1,2022,"Package","medium",5,1.72,1,7,41.7,8.89,11,1,16,1.237
"SZ229",0,2019,"Package","small",2,0.67,0,13,46.9,1.24,9,1,10,7.258
"SZ229",1,2022,"Package","small",2,0.67,0,13,41.5,1.22,2,0,8,1.639
"SZ230",0,2019,"Package","small",2,0.36,1,9,47.1,0.68,3,0,9,4.412
"SZ230",1,2022,"Package","small",2,0.36,1,9,44.2,0.82,4,2,6,4.878
"SZ231",0,2019,"No package","small",4,0.48,0,5,46.2,1.56,13,3,13,8.333
"SZ231",1,2022,"No package","small",4,0.48,0,5,44.7,1.57,8,5,11,5.096
"SZ232",0,2019,"No package","medium",2,1.64,0,3,43.9,2.97,12,2,20,4.04
"SZ232",1,2022,"No package","medium",2,1.64,0,3,46.3,2.83,8,4,17,2.827
"SZ233",0,2019,"No package","large",4,1.11,1,8,45,3.95,7,3,14,1.772
"SZ233",1,2022,"No package","large",4,1.11,1,8,46.2,3.36,3,2,15,0.893
"SZ234",0,2019,"No package","small",4,1.1,0,5,46.9,3.66,10,7,28,2.732
"SZ234",1,2022,"No package","small",4,1.1,0,5,48.5,4.22,13,9,23,3.081
"SZ235",0,2019,"Package","large",3,0.99,0,5,46.8,2.54,10,5,18,3.937
"SZ235",1,2022,"Package","large",3,0.99,0,5,43.5,3.03,4,0,10,1.32
"SZ236",0,2019,"Package","small",3,2.16,0,6,45.6,6.09,6,1,9,0.985
"SZ236",1,2022,"Package","small",3,2.16,0,6,42.6,6.7,2,0,8,0.299
"SZ237",0,2019,"No package","large",3,2.12,1,5,45,4.96,10,6,15,2.016
"SZ237",1,2022,"No package","large",3,2.12,1,5,45.8,7.02,8,4,19,1.14
"SZ238",0,2019,"No package","medium",3,1.51,0,3,44.2,3.79,9,5,14,2.375
"SZ238",1,2022,"No package","medium",3,1.51,0,3,45.8,4.61,10,3,23,2.169
"SZ239",0,2019,"No package","large",2,0.4,0,1,45.7,0.74,3,1,11,4.054
"SZ239",1,2022,"No package","large",2,0.4,0,1,46.2,0.76,2,0,9,2.632
"SZ240",0,2019,"No package","small",4,1.7,1,5,47.3,6.74,8,2,14,1.187
"SZ240",1,2022,"No package","small",4,1.7,1,5,44.7,7.31,12,5,17,1.642
"SZ241",0,2019,"Package","medium",4,0.77,1,5,48,2.83,16,6,18,5.654
"SZ241",1,2022,"Package","medium",4,0.77,1,5,42.7,3.2,7,2,16,2.188
"SZ242",0,2019,"Package","large",2,0.46,0,9,47.6,0.96,3,3,10,3.125
"SZ242",1,2022,"Package","large",2,0.46,0,9,43.8,0.87,1,0,7,1.149
"SZ243",0,2019,"Package","large",4,0.98,0,3,45.5,3.77,24,8,22,6.366
"SZ243",1,2022,"Package","large",4,0.98,0,3,43,3.55,13,6,20,3.662
"SZ244",0,2019,"Package","small",4,1.84,0,5,45.9,6.13,7,5,15,1.142
"SZ244",1,2022,"Package","small",4,1.84,0,5,39.4,7.55,13,4,17,1.722
"SZ245",0,2019,"No package","medium",3,1.08,0,7,45.3,2.74,8,4,10,2.92
"SZ245",1,2022,"No package","medium",3,1.08,0,7,46.8,3.77,5,1,10,1.326
"SZ246",0,2019,"Package","medium",4,0.42,1,3,45.6,1.42,9,0,22,6.338
"SZ246",1,2022,"Package","medium",4,0.42,1,3,41.6,1.54,7,3,11,4.545
"SZ247",0,2019,"Package","medium",3,1.92,0,3,45.8,5.22,7,3,17,1.341
"SZ247",1,2022,"Package","medium",3,1.92,0,3,45.2,5.23,8,1,4,1.53
"SZ248",0,2019,"Package","medium",3,1.1,0,9,44.9,2.82,9,3,10,3.191
"SZ248",1,2022,"Package","medium",3,1.1,0,9,41.6,2.89,4,3,5,1.384
"SZ249",0,2019,"Package","small",6,2.14,0,13,46.3,13.41,23,8,39,1.715
"SZ249",1,2022,"Package","small",6,2.14,0,13,44.2,13.22,18,5,28,1.362
"SZ250",0,2019,"Package","medium",4,1.16,0,6,45.3,4.91,15,6,20,3.055
"SZ250",1,2022,"Package","medium",4,1.16,0,6,43.9,4.64,12,4,19,2.586
"SZ251",0,2019,"Package","medium",4,1.61,0,3,45.4,7.28,8,4,21,1.099
"SZ251",1,2022,"Package","medium",4,1.61,0,3,42.3,6.14,2,0,14,0.326
"SZ252",0,2019,"No package","large",3,0.55,0,3,45.7,1.38,9,6,18,6.522
"SZ252",1,2022,"No package","large",3,0.55,0,3,45.2,1.54,8,2,17,5.195
"SZ253",0,2019,"Package","large",4,1.13,0,7,46.4,4.59,18,8,25,3.922
"SZ253",1,2022,"Package","large",4,1.13,0,7,43.7,4.74,9,2,14,1.899
"SZ254",0,2019,"Package","medium",2,1.37,1,5,45.4,2.62,3,2,11,1.145
"SZ254",1,2022,"Package","medium",2,1.37,1,5,43.6,2.14,1,0,4,0.467
"SZ255",0,2019,"No package","large",3,0.55,1,5,46.7,1.44,7,4,14,4.861
"SZ255",1,2022,"No package","large",3,0.55,1,5,45.7,1.81,8,2,16,4.42
"SZ256",0,2019,"No package","small",4,1.39,0,5,45,5.57,4,2,15,0.718
"SZ256",1,2022,"No package","small",4,1.39,0,5,45.8,5.99,9,3,11,1.503
"SZ257",0,2019,"Package","small",3,1.38,0,6,45.8,3.46,11,5,15,3.179
"SZ257",1,2022,"Package","small",3,1.38,0,6,43.1,3.69,4,0,10,1.084
"SZ258",0,2019,"Package","small",2,1.01,0,7,46.1,1.9,13,6,14,6.842
"SZ258",1,2022,"Package","small",2,1.01,0,7,42.7,1.96,8,0,9,4.082
"SZ259",0,2019,"No package","medium",3,0.89,0,4,46.4,2.64,17,6,30,6.439
"SZ259",1,2022,"No package","medium",3,0.89,0,4,46.6,2.87,15,7,26,5.226
"SZ260",0,2019,"No package","large",4,2.05,0,10,44.3,6.67,13,5,21,1.949
"SZ260",1,2022,"No package","large",4,2.05,0,10,45.9,7.73,14,5,26,1.811
"SZ261",0,2019,"No package","small",3,0.91,0,3,47.9,2.22,11,6,13,4.955
"SZ261",1,2022,"No package","small",3,0.91,0,3,44.7,2.72,7,2,9,2.574
"SZ262",0,2019,"Package","medium",4,0.36,0,4,47.4,1.31,10,3,17,7.634
"SZ262",1,2022,"Package","medium",4,0.36,0,4,41.5,1.11,8,4,10,7.207
"SZ263",0,2019,"No package","small",2,1.56,0,4,45.9,2.66,7,2,18,2.632
"SZ263",1,2022,"No package","small",2,1.56,0,4,45.5,2.35,4,1,12,1.702
"SZ264",0,2019,"Package","medium",4,0.96,0,8,45.6,3.73,10,4,12,2.681
"SZ264",1,2022,"Package","medium",4,0.96,0,8,39.8,3.65,5,1,5,1.37
"SZ265",0,2019,"No package","medium",2,1.97,0,8,45.3,3.53,14,5,13,3.966
"SZ265",1,2022,"No package","medium",2,1.97,0,8,44.1,3.66,10,1,10,2.732
"SZ266",0,2019,"No package","large",4,1.22,0,5,47.3,4.57,20,7,21,4.376
"SZ266",1,2022,"No package","large",4,1.22,0,5,47.1,3.82,14,3,22,3.665
"SZ267",0,2019,"Package","small",4,1.1,0,6,47.1,4.09,7,1,21,1.711
"SZ267",1,2022,"Package","small",4,1.1,0,6,39.7,4.28,8,3,8,1.869
"SZ268",0,2019,"No package","small",4,0.33,0,5,45.9,1.17,5,3,11,4.274
"SZ268",1,2022,"No package","small",4,0.33,0,5,45.5,1.09,5,3,17,4.587
"SZ269",0,2019,"Package","small",4,2.14,1,4,46.1,8.25,12,7,30,1.455
"SZ269",1,2022,"Package","small",4,2.14,1,4,44.2,9.59,11,4,17,1.147
"SZ270",0,2019,"No package","medium",4,0.42,0,3,47,1.78,10,5,11,5.618
"SZ270",1,2022,"No package","medium",4,0.42,0,3,43.7,1.71,11,8,12,6.433
"SZ271",0,2019,"No package","medium",4,1.6,1,2,44.7,6.24,9,3,20,1.442
"SZ271",1,2022,"No package","medium",4,1.6,1,2,47.2,7.07,6,1,16,0.849
"SZ272",0,2019,"Package","large",4,1.68,1,3,48.6,5.89,11,6,9,1.868
"SZ272",1,2022,"Package","large",4,1.68,1,3,42.7,6.28,4,1,12,0.637
"SZ273",0,2019,"Package","small",4,0.48,0,4,45.8,1.66,5,4,17,3.012
"SZ273",1,2022,"Package","small",4,0.48,0,4,42.7,1.82,4,1,9,2.198
"SZ274",0,2019,"Package","medium",4,1.86,0,6,45.5,5.9,10,5,19,1.695
"SZ274",1,2022,"Package","medium",4,1.86,0,6,43.8,6.93,5,2,14,0.722
"SZ275",0,2019,"No package","large",6,1.98,0,6,45.7,10.52,31,11,56,2.947
"SZ275",1,2022,"No package","large",6,1.98,0,6,48.7,11.17,26,13,44,2.328
"SZ276",0,2019,"Package","medium",4,0.64,1,2,47.5,2.14,4,2,7,1.869
"SZ276",1,2022,"Package","medium",4,0.64,1,2,44,2.36,3,1,4,1.271
"SZ277",0,2019,"No package","large",3,0.52,1,5,47.8,1.46,18,5,26,12.329
"SZ277",1,2022,"No package","large",3,0.52,1,5,46.9,1.5,8,2,14,5.333
"SZ278",0,2019,"Package","medium",5,1.69,0,8,47.5,8.74,10,4,24,1.144
"SZ278",1,2022,"Package","medium",5,1.69,0,8,43.1,8.12,13,2,16,1.601
"SZ279",0,2019,"No package","large",4,1.28,0,7,48.1,4.79,10,4,27,2.088
"SZ279",1,2022,"No package","large",4,1.28,0,7,48.8,5.05,9,2,11,1.782
"SZ280",0,2019,"No package","small",3,1.21,0,4,45.2,3.29,4,0,13,1.216
"SZ280",1,2022,"No package","small",3,1.21,0,4,44.9,3.5,6,2,13,1.714
"SZ281",0,2019,"Package","medium",3,2.13,0,4,46.6,6.17,9,5,21,1.459
"SZ281",1,2022,"Package","medium",3,2.13,0,4,43.2,6.13,7,2,15,1.142
"SZ282",0,2019,"Package","medium",2,0.68,1,10,46.7,1.1,8,5,13,7.273
"SZ282",1,2022,"Package","medium",2,0.68,1,10,44.1,1.28,2,1,7,1.562
"SZ283",0,2019,"Package","small",3,1.65,1,6,47,4.45,12,5,13,2.697
"SZ283",1,2022,"Package","small",3,1.65,1,6,41.6,4.89,8,4,13,1.636
"SZ284",0,2019,"Package","large",4,0.32,1,3,45.4,1.32,9,5,33,6.818
"SZ284",1,2022,"Package","large",4,0.32,1,3,42.6,1.11,5,2,15,4.505
"SZ285",0,2019,"No package","small",4,0.94,0,3,46.4,2.88,7,6,15,2.431
"SZ285",1,2022,"No package","small",4,0.94,0,3,45.7,4.03,5,0,13,1.241
"SZ286",0,2019,"Package","large",4,2.19,1,6,44.6,6.92,17,10,18,2.457
"SZ286",1,2022,"Package","large",4,2.19,1,6,41.6,9.04,9,4,10,0.996
"SZ287",0,2019,"No package","small",5,1.08,0,4,46.6,4.44,3,1,8,0.676
"SZ287",1,2022,"No package","small",5,1.08,0,4,45.4,4.8,9,3,10,1.875
"SZ288",0,2019,"No package","medium",3,2.18,1,4,47.1,6.34,3,0,13,0.473
"SZ288",1,2022,"No package","medium",3,2.18,1,4,44.7,5.51,6,0,10,1.089
"SZ289",0,2019,"No package","medium",2,1.72,1,1,45.1,3.36,9,4,19,2.679
"SZ289",1,2022,"No package","medium",2,1.72,1,1,47.1,3.25,8,1,6,2.462
"SZ290",0,2019,"Package","small",4,0.94,0,5,43.9,3.63,14,2,33,3.857
"SZ290",1,2022,"Package","small",4,0.94,0,5,42.1,3.62,5,2,12,1.381
"SZ291",0,2019,"Package","large",2,2.08,1,5,46.6,4.54,12,4,23,2.643
"SZ291",1,2022,"Package","large",2,2.08,1,5,43.1,3.91,5,0,8,1.279
"SZ292",0,2019,"No package","small",2,1.71,1,10,45.1,3.14,2,1,5,0.637
"SZ292",1,2022,"No package","small",2,1.71,1,10,46.8,3.46,0,0,6,0
"SZ293",0,2019,"Package","small",2,1.27,0,5,47.8,2.42,4,0,9,1.653
"SZ293",1,2022,"Package","small",2,1.27,0,5,40.8,2.5,6,1,3,2.4
"SZ294",0,2019,"No package","large",2,0.98,0,7,43.6,1.9,4,2,4,2.105
"SZ294",1,2022,"No package","large",2,0.98,0,7,46.4,1.69,3,3,3,1.775
"SZ295",0,2019,"No package","large",4,1.63,0,6,47.6,6.04,13,6,21,2.152
"SZ295",1,2022,"No package","large",4,1.63,0,6,45.8,6.27,10,6,16,1.595
"SZ296",0,2019,"Package","medium",2,1.27,0,2,45.8,2.22,8,3,10,3.604
"SZ296",1,2022,"Package","medium",2,1.27,0,2,43.5,2.15,3,1,3,1.395
"SZ297",0,2019,"No package","small",4,0.63,0,4,44.5,2.17,7,4,8,3.226
"SZ297",1,2022,"No package","small",4,0.63,0,4,44.8,2.5,5,3,8,2
"SZ298",0,2019,"Package","large",4,2.16,0,10,47.3,7.05,15,5,20,2.128
"SZ298",1,2022,"Package","large",4,2.16,0,10,41.7,7.01,7,2,21,0.999
"SZ299",0,2019,"Package","medium",3,1.91,0,8,47.4,6.09,11,1,15,1.806
"SZ299",1,2022,"Package","medium",3,1.91,0,8,40.7,4.98,6,3,6,1.205
"SZ300",0,2019,"Package","small",3,0.91,1,10,44.4,2.73,9,5,10,3.297
"SZ300",1,2022,"Package","small",3,0.91,1,10,42.5,2.54,7,1,8,2.756
"SZ301",0,2019,"No package","small",3,0.55,0,10,43.8,1.39,8,1,16,5.755
"SZ301",1,2022,"No package","small",3,0.55,0,10,43.3,1.65,6,1,9,3.636
"SZ302",0,2019,"No package","medium",4,1.31,1,3,46.4,4.52,10,3,13,2.212
"SZ302",1,2022,"No package","medium",4,1.31,1,3,46.7,4.63,6,5,11,1.296
"SZ303",0,2019,"Package","medium",4,0.74,1,7,47.4,2.56,3,0,11,1.172
"SZ303",1,2022,"Package","medium",4,0.74,1,7,42.5,2.72,5,2,13,1.838
"SZ304",0,2019,"No package","medium",4,1.79,1,7,42.3,6.08,15,8,27,2.467
"SZ304",1,2022,"No package","medium",4,1.79,1,7,44.9,6.37,14,5,17,2.198
"SZ305",0,2019,"Package","medium",3,1.88,1,8,49,5.24,14,4,24,2.672
"SZ305",1,2022,"Package","medium",3,1.88,1,8,43.2,4.64,4,3,8,0.862
"SZ306",0,2019,"Package","small",5,0.81,0,5,45.9,3.66,14,5,26,3.825
"SZ306",1,2022,"Package","small",5,0.81,0,5,45,3.91,3,1,11,0.767
"SZ307",0,2019,"Package","small",4,0.99,1,6,47.1,4.16,12,10,8,2.885
